geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,latitude,longitude
2702702,Praia de Flexeiras,2702702_8,Feliz Deserto,Alagoas,AL,2019-11-05,2019-11-21,Oleada - Vestigios / Esparsos,-10.33645,-36.3032583333333
3203205,Praia de Povoação,3203205_61,Linhares,Espírito Santo,ES,2019-11-18,2019-11-19,Oleada - Vestigios / Esparsos,-19.51835,-39.7531444444444
3203205,Praia de Povoação,3203205_62,Linhares,Espírito Santo,ES,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,-19.5283555555556,-39.7576138888889
2933208,Mar Grande,2933208_23,Vera Cruz,Bahia,BA,2019-11-21,2019-11-21,Oleada - Vestigios / Esparsos,-13.0574805555556,-38.7010063888889
2312403,Praia de Taíba,2312403_1,São Gonçalo do Amarante,Ceará,CE,2019-09-23,2019-11-15,Oleo Nao Observado,-3.51295555555556,-38.8830444444444
2800605,Praia da Costa,2800605_3,Barra dos Coqueiros,Sergipe,SE,2019-11-03,2019-11-18,Oleada - Vestigios / Esparsos,-10.9034472222222,-36.9942583333333
2800605,Praia do Porto,2800605_4,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-11,Oleada - Manchas,-10.8442444444444,-36.9479805555556
2805307,Praia do Pirambu,2805307_1,Pirambu,Sergipe,SE,2019-09-24,2019-11-07,Oleo Nao Observado,-10.7384583333333,-36.8476416666667
2906907,Praia de Iemanjá,2906907_10,Caravelas,Bahia,BA,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,-17.6980944444444,-39.1443888888889
2800605,Praia do Porto,2800605_1,Barra dos Coqueiros,Sergipe,SE,2019-11-03,2019-11-11,Oleada - Manchas,-10.8672952777778,-36.9663388888889
2507507,Praia do Cabo Branco,2507507_2,João Pessoa,Paraíba,PB,2019-09-01,2019-11-03,Oleo Nao Observado,-7.14256111111111,-34.8137305555556
2800605,Praia de Jatobá,2800605_2,Barra dos Coqueiros,Sergipe,SE,2019-09-24,2019-11-11,Oleada - Vestigios / Esparsos,-10.8038777777778,-36.9113611111111
2800605,Praia Pontal da Barra,2800605_7,Barra dos Coqueiros,Sergipe,SE,2019-11-09,2019-11-16,Oleo Nao Observado,-10.7568555555556,-36.8673688888889
2507507,Praia de Tambaú,2507507_1,João Pessoa,Paraíba,PB,2019-09-01,2019-11-22,Oleo Nao Observado,-7.11035,-34.8232416666667
2906907,Praia do Grauçá,2906907_14,Caravelas,Bahia,BA,2019-11-10,2019-11-14,Oleo Nao Observado,-17.7282916666667,-39.1788972222222
2800605,Praia da Costa,2800605_5,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-03,Oleada - Vestigios / Esparsos,-10.9244361111111,-37.0105888888889
2800605,Praia de Jatobá,2800605_6,Barra dos Coqueiros,Sergipe,SE,2019-11-09,2019-11-11,Oleada - Vestigios / Esparsos,-10.7502383333333,-36.8605194444444
2706448,Paripueira,2706448_1,Paripueira,Alagoas,AL,2019-09-22,2019-11-01,Oleo Nao Observado,-9.46118888888889,-35.5392305555556
2413201,Praia de Malembá,2413201_1,Senador Georgino Avelino,Rio Grande do Norte,RN,2019-11-01,2019-11-14,Oleo Nao Observado,-6.17507777777778,-35.0961777777778
2413201,Praia de Barreta,2413201_2,Senador Georgino Avelino,Rio Grande do Norte,RN,2019-11-05,2019-11-22,Oleo Nao Observado,-6.140375,-35.098725
2413201,Praia de Malembá,2413201_3,Senador Georgino Avelino,Rio Grande do Norte,RN,2019-11-13,2019-11-14,Oleo Nao Observado,-6.15140583333333,-35.0984666666667
2913457,Praia do Contrato,2913457_9,Igrapiúna,Bahia,BA,2019-11-06,2019-11-20,Oleada - Vestigios / Esparsos,-13.8529527777778,-39.0077277777778
2917904,Praia Costa Azul,2917904_25,Jandaíra,Bahia,BA,2019-11-17,2019-11-17,Oleada - Manchas,-11.5970722222222,-37.439725
2101707,Atins,2101707_2,Barreirinhas,Maranhão,MA,2019-09-20,2019-09-28,Oleo Nao Observado,-2.56662222222222,-42.7495444444444
2707404,Praia de Lages,2707404_1,Porto de Pedras,Alagoas,AL,2019-11-01,2019-11-09,Oleo Nao Observado,-9.196175,-35.3131805555556
2101707,Praia Canto do Atins,2101707_1,Barreirinhas,Maranhão,MA,2019-09-22,2019-09-28,Oleo Nao Observado,-2.54468055555556,-42.8296055555556
2704708,Praia do Francês,2704708_1,Marechal Deodoro,Alagoas,AL,2019-09-18,2019-11-22,Oleo Nao Observado,-9.76764055555556,-35.8368722222222
2707404,Foz do rio Tatuamunha,2707404_2,Porto de Pedras,Alagoas,AL,2019-10-22,NA,Oleada - Vestigios / Esparsos,-9.22503611111111,-35.3323111111111
2108058,Praia do Barro Vermelho,2108058_1,Paulino Neves,Maranhão,MA,2019-09-21,2019-09-28,Oleo Nao Observado,-2.65156083333333,-42.6110805555556
2707404,Foz do Rio Manguaba,2707404_3,Porto de Pedras,Alagoas,AL,2019-11-06,2019-11-16,Oleo Nao Observado,-9.15836944444444,-35.2948916666667
3201605,Praia de Itaúnas,3201605_13,Conceição da Barra,Espírito Santo,ES,2019-11-18,2019-11-22,Oleada - Vestigios / Esparsos,-18.4148083333333,-39.6995916666667
2900801,Praia da Barra (Praia Zeloris),2900801_6,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,-17.622475,-39.1812361111111
2207702,Delta Sul do Parnaíba,2207702_11,Parnaíba,Piauí,PI,2019-11-18,2019-11-21,Oleada - Vestigios / Esparsos,-2.80543888888889,-41.7327333333333
2207702,Axixá,2207702_15,Parnaíba,Piauí,PI,2019-11-21,2019-11-21,Oleada - Vestigios / Esparsos,-2.83165833333333,-41.6991416666667
2207702,Pedra do Sal,2207702_13,Parnaíba,Piauí,PI,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,-2.81907666666667,-41.7133388888889
2917904,Mangue Seco,2917904_10,Jandaíra,Bahia,BA,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,-11.476375,-37.3610611111111
2900801,Praia de Dona Dinha,2900801_9,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,-17.6612305555556,-39.1550666666667
2401404,Praia do Sagi,2401404_19,Baía Formosa,Rio Grande do Norte,RN,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,-6.43249722222222,-34.9747472222222
2917904,Praia de Mangue Seco,2917904_14,Jandaíra,Bahia,BA,2019-11-11,2019-11-17,Oleada - Vestigios / Esparsos,-11.5027327777778,-37.3857416666667
2900801,Praia de Iansã,2900801_28,Alcobaça,Bahia,BA,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,-17.5973138888889,-39.1912416666667
2920700,Praia de Aibim,2920700_11,Maraú,Bahia,BA,2019-11-04,2019-11-18,Oleada - Vestigios / Esparsos,-14.1658694444444,-38.9790972222222
2800704,Praia do Costinha (Ilha do Funil),2800704_10,Brejo Grande,Sergipe,SE,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,-10.5242777777778,-36.4578166666667
2920700,Praia de Piracanga,2920700_12,Maraú,Bahia,BA,2019-10-31,2019-11-16,Oleada - Vestigios / Esparsos,-14.2075722222222,-38.99115
2920700,Praia de Saquaíra,2920700_10,Maraú,Bahia,BA,2019-11-19,2019-11-21,Oleada - Vestigios / Esparsos,-14.0352122222222,-38.9486388888889
2920700,Taipu de Fora,2920700_15,Maraú,Bahia,BA,2019-10-20,2019-11-18,Oleada - Vestigios / Esparsos,-13.9381444444444,-38.9284666666667
2700607,Praia Bonita,2700607_1,Barra de São Miguel,Alagoas,AL,2019-10-21,2019-11-16,Oleo Nao Observado,-9.84443611111111,-35.8957055555556
2920700,Panelas,2920700_13,Maraú,Bahia,BA,2019-10-31,NA,Oleada - Vestigios / Esparsos,-13.9649194444444,-38.9345122222222
2920700,Praia de Saquaíra,2920700_14,Maraú,Bahia,BA,2019-10-24,2019-11-16,Oleada - Vestigios / Esparsos,-14.0177519444444,-38.9444666666667
2920700,Praia de Taipus de Fora,2920700_19,Maraú,Bahia,BA,2019-11-13,2019-11-18,Oleada - Vestigios / Esparsos,-13.9558444444444,-38.9324583333333
2700607,Lot. Encontro do Mar,2700607_4,Barra de São Miguel,Alagoas,AL,2019-09-21,2019-11-22,Oleo Nao Observado,-9.78774444444444,-35.8546277777778
2700607,Praia do Barramar,2700607_5,Barra de São Miguel,Alagoas,AL,2019-11-06,2019-11-21,Oleo Nao Observado,-9.81820972222222,-35.8744916666667
2700607,Barra de São Miguel,2700607_2,Barra de São Miguel,Alagoas,AL,2019-09-19,2019-11-22,Oleo Nao Observado,-9.8257,-35.8787333333333
2800704,Praia do Cabeço,2800704_16,Brejo Grande,Sergipe,SE,2019-11-05,2019-11-05,Oleada - Vestigios / Esparsos,-10.4955111111111,-36.4266194444444
2921005,Imbassaí,2921005_1,Mata de São João,Bahia,BA,2019-10-10,2019-11-14,Oleo Nao Observado,-12.4990333333333,-37.9592361111111
2700607,Praia do Gunga,2700607_3,Barra de São Miguel,Alagoas,AL,2019-09-22,2019-11-15,Oleo Nao Observado,-9.86557777777778,-35.9057944444444
2921005,Praia do Forte,2921005_2,Mata de São João,Bahia,BA,2019-10-08,2019-11-21,Oleo Nao Observado,-12.5710416666667,-37.9974305555556
3201605,Praia de Guriri,3201605_35,Conceição da Barra,Espírito Santo,ES,2019-11-10,2019-11-12,Oleada - Vestigios / Esparsos,-18.6073111111111,-39.7262416666667
3201605,Praia da Barra,3201605_33,Conceição da Barra,Espírito Santo,ES,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,-18.5905916666667,-39.7283111111111
2707404,Rio Manguaba,2707404_12,Porto de Pedras,Alagoas,AL,2019-11-07,2019-11-16,Oleo Nao Observado,-9.14866111111111,-35.2930777777778
2707800,Falésias do Gunga,2707800_1,Roteiro,Alagoas,AL,2019-09-22,2019-11-12,Oleada - Vestigios / Esparsos,-9.90411944444444,-35.9391277777778
3201605,Praia de Guaxindiba,3201605_29,Conceição da Barra,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-18.5551027777778,-39.7317833333333
2805307,Praia da Ponta dos Mangues,2805307_8,Pirambu,Sergipe,SE,2019-11-07,2019-11-07,Oleada - Vestigios / Esparsos,-10.6270305555556,-36.6709416666667
2922607,Barra dos Carvalhos,2922607_3,Nilo Peçanha,Bahia,BA,2019-10-25,NA,Oleada - Vestigios / Esparsos,-13.6909,-38.9661555555556
2922607,Carvalho,2922607_1,Nilo Peçanha,Bahia,BA,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,-13.6753722222222,-38.96945
2707800,Praia do Taboado,2707800_9,Roteiro,Alagoas,AL,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-9.929375,-35.9535
2707800,Praia do Gunga,2707800_6,Roteiro,Alagoas,AL,2019-11-13,2019-11-16,Oleo Nao Observado,-9.89725277777778,-35.9331083333333
2403608,Praia de Pitangui,2403608_3,Extremoz,Rio Grande do Norte,RN,2019-10-22,2019-11-11,Oleo Nao Observado,-5.6186325,-35.2272805555556
2905701,Guarajuba,2905701_1,Camaçari,Bahia,BA,2019-10-09,2019-11-05,Oleo Nao Observado,-12.6483194444444,-38.0610694444444
2105005,Ilha de Santana,2105005_17,Humberto de Campos,Maranhão,MA,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-2.27506388888889,-43.6852302777778
2403608,Barra do Rio,2403608_4,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-11-22,Oleo Nao Observado,-5.6777,-35.2163916666667
2403608,Jenipabu,2403608_1,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-11-21,Oleo Nao Observado,-5.69318055555556,-35.2057166666667
2408201,Praia de Búzios,2408201_14,Nísia Floresta,Rio Grande do Norte,RN,2019-11-12,2019-11-12,Oleada - Vestigios / Esparsos,-6.04423055555556,-35.1098916666667
2403608,Praia de Santa Rita,2403608_2,Extremoz,Rio Grande do Norte,RN,2019-09-20,2019-11-19,Oleo Nao Observado,-5.70079194444444,-35.1933333333333
2905701,Praia de Itacimirim,2905701_4,Camaçari,Bahia,BA,2019-10-09,2019-11-19,Oleo Nao Observado,-12.6290694444444,-38.0451138888889
2408201,Praia de Búzios,2408201_12,Nísia Floresta,Rio Grande do Norte,RN,2019-11-05,2019-11-14,Oleo Nao Observado,-6.02651666666667,-35.1096777777778
2905701,Arembepe,2905701_5,Camaçari,Bahia,BA,2019-10-10,2019-11-03,Oleo Nao Observado,-12.7608638888889,-38.1667686111111
2408201,Praia de Barra de Tabatinga,2408201_13,Nísia Floresta,Rio Grande do Norte,RN,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,-6.03492416666667,-35.1102583333333
3201605,Praia de Itaúnas,3201605_20,Conceição da Barra,Espírito Santo,ES,2019-11-11,2019-11-19,Oleada - Vestigios / Esparsos,-18.476,-39.7185644444444
2408201,Praia de Camurupim,2408201_18,Nísia Floresta,Rio Grande do Norte,RN,2019-11-12,2019-11-21,Oleo Nao Observado,-6.08551027777778,-35.1002741666667
2905701,Praia de Jauá,2905701_2,Camaçari,Bahia,BA,2019-10-18,2019-11-22,Oleo Nao Observado,-12.8273361111111,-38.2232055555556
2403608,Praia de Rendinha Nova,2403608_5,Extremoz,Rio Grande do Norte,RN,2019-10-23,2019-11-22,Oleo Nao Observado,-5.71745055555556,-35.2004822222222
2403608,Praia de Graçandu,2403608_6,Extremoz,Rio Grande do Norte,RN,2019-10-28,2019-11-06,Oleo Nao Observado,-5.65090944444444,-35.2177969444444
2611606,Boa Viagem,2611606_1,Recife,Pernambuco,PE,2019-09-03,2019-11-02,Oleo Nao Observado,-8.14396388888889,-34.90425
2905701,Barra do Jacuípe,2905701_3,Camaçari,Bahia,BA,2019-10-22,2019-11-19,Oleo Nao Observado,-12.7044722222222,-38.1205777777778
2408201,Praia de Barra de Tabatinga,2408201_16,Nísia Floresta,Rio Grande do Norte,RN,2019-11-05,2019-11-20,Oleada - Vestigios / Esparsos,-6.05604166666667,-35.0993666666667
2408201,Praia de Barra de Tabatinga,2408201_17,Nísia Floresta,Rio Grande do Norte,RN,2019-11-10,2019-11-10,Oleada - Vestigios / Esparsos,-6.06963611111111,-35.0983055555556
2602902,Praia de Gaibu,2602902_3,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-14,Oleo Nao Observado,-8.33524194444444,-34.9491416666667
2602902,Praia do Paiva,2602902_4,Cabo de Santo Agostinho,Pernambuco,PE,2019-09-04,2019-11-16,Oleo Nao Observado,-8.25800277777778,-34.9427138888889
2905701,Praia do Japonês,2905701_6,Camaçari,Bahia,BA,2019-10-21,2019-11-19,Oleo Nao Observado,-12.8397777777778,-38.2347169444444
2905701,Rio Pojuca,2905701_7,Camaçari,Bahia,BA,2019-10-13,2019-11-22,Oleo Nao Observado,-12.5973555555556,-38.0306444444444
2602902,Praia de Itapuama,2602902_1,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-21,Oleo Nao Observado,-8.292875,-34.9518563888889
2602902,Praia da Enseada dos Corais,2602902_2,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-13,Oleo Nao Observado,-8.31661388888889,-34.9481361111111
3201605,Praia de Itaúnas,3201605_14,Conceição da Barra,Espírito Santo,ES,2019-11-12,2019-11-19,Oleada - Vestigios / Esparsos,-18.4236472222222,-39.7010402777778
2700508,Praia da Tabuba,2700508_12,Barra de Santo Antônio,Alagoas,AL,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-9.42103611111111,-35.5020627777778
2602902,Praia do Paiva,2602902_9,Cabo de Santo Agostinho,Pernambuco,PE,2019-11-11,2019-11-16,Oleo Nao Observado,-8.27701944444444,-34.9461638888889
2205706,Praia Peito de Moça,2205706_12,Luís Correia,Piauí,PI,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,-2.89636388888889,-41.6144472222222
2920700,Praia do Casssange,2920700_23,Maraú,Bahia,BA,2019-11-09,2019-11-17,Oleada - Vestigios / Esparsos,-14.0087,-38.9433805555556
2920700,Arandi-Algodões,2920700_26,Maraú,Bahia,BA,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-14.0611166666667,-38.9532055555556
2914901,Praia do Resende,2914901_14,Itacaré,Bahia,BA,2019-11-07,2019-11-19,Oleada - Vestigios / Esparsos,-14.2841708333333,-38.9846905555556
2920700,Arandi-Algodões,2920700_27,Maraú,Bahia,BA,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,-14.0789916666667,-38.9548722222222
2920700,Praia de Saquaíra,2920700_24,Maraú,Bahia,BA,2019-11-08,2019-11-17,Oleada - Vestigios / Esparsos,-14.0442583333333,-38.9488888888889
2607208,Ilha do Francês/Suape,2607208_10,Ipojuca,Pernambuco,PE,2019-10-31,NA,Oleada - Vestigios / Esparsos,-8.37680277777778,-34.9573444444444
2305357,Praia de Barreiras,2305357_1,Icapuí,Ceará,CE,2019-10-21,2019-11-20,Oleo Nao Observado,-4.67662777777778,-37.3990694444444
2920700,Praia de Saquaíra,2920700_25,Maraú,Bahia,BA,2019-11-10,2019-11-13,Oleada - Vestigios / Esparsos,-14.0523238888889,-38.9517108333333
2607208,Praia de Nossa Senhora do Ó,2607208_11,Ipojuca,Pernambuco,PE,2019-09-02,2019-10-28,Oleada - Vestigios / Esparsos,-8.44189166666667,-34.9809166666667
2914901,Prainha,2914901_17,Itacaré,Bahia,BA,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,-14.3106916666667,-38.9890583333333
2305357,Praia de Quitérias,2305357_2,Icapuí,Ceará,CE,2019-11-01,2019-11-17,Oleo Nao Observado,-4.74721666666667,-37.2852438888889
2614857,Praia da Boca da Barra,2614857_1,Tamandaré,Pernambuco,PE,2019-11-01,2019-11-21,Oleada - Vestigios / Esparsos,-8.77498055555555,-35.1065638888889
2614857,Tamandaré,2614857_2,Tamandaré,Pernambuco,PE,2019-09-07,2019-10-28,Oleada - Vestigios / Esparsos,-8.76573055555555,-35.104
2607208,Praia de Muro Alto,2607208_17,Ipojuca,Pernambuco,PE,2019-11-11,2019-11-16,Oleo Nao Observado,-8.42549722222222,-34.9745611111111
3204906,Praia de Guriri,3204906_10,São Mateus,Espírito Santo,ES,2019-11-09,2019-11-22,Oleada - Vestigios / Esparsos,-18.7236555555556,-39.7471222222222
3204906,Praia de Guriri,3204906_13,São Mateus,Espírito Santo,ES,2019-11-14,2019-11-22,Oleada - Vestigios / Esparsos,-18.7527622222222,-39.7473166666667
3204906,Praia de Guriri,3204906_14,São Mateus,Espírito Santo,ES,2019-11-21,2019-11-21,Oleada - Vestigios / Esparsos,-18.7618194444444,-39.7478805555556
3204906,Guriri,3204906_11,São Mateus,Espírito Santo,ES,2019-11-07,2019-11-19,Oleada - Vestigios / Esparsos,-18.7338188888889,-39.747025
3204906,Praia de Guriri,3204906_12,São Mateus,Espírito Santo,ES,2019-11-13,2019-11-21,Oleada - Vestigios / Esparsos,-18.7428638888889,-39.7474
2205706,Praia de Atalaia,2205706_10,Luís Correia,Piauí,PI,2019-11-15,2019-11-21,Oleada - Vestigios / Esparsos,-2.88813333333333,-41.6306722222222
2408953,Praia de Zumbi,2408953_3,Rio do Fogo,Rio Grande do Norte,RN,2019-11-07,2019-11-22,Oleo Nao Observado,-5.27098611111111,-35.3835205555556
2408953,Praia de Zumbi,2408953_1,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-11-17,Oleo Nao Observado,-5.32008333333333,-35.36305
2408953,Rio Punaú,2408953_2,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-11-21,Oleo Nao Observado,-5.34635833333333,-35.3593694444444
2402204,Barra do Cunhaú,2402204_4,Canguaretama,Rio Grande do Norte,RN,2019-11-15,2019-11-21,Oleada - Manchas,-6.31655555555556,-35.0441833333333
2704302,Pajuçara/Ponta Verde,2704302_1,Maceió,Alagoas,AL,2019-09-15,2019-11-01,Oleo Nao Observado,-9.66519722222222,-35.703375
3201605,Praia Pontal do Sul,3201605_42,Conceição da Barra,Espírito Santo,ES,2019-11-16,2019-11-18,Oleada - Vestigios / Esparsos,-18.6676794444444,-39.7416722222222
2932705,Praia Pé de Serra,2932705_7,Uruçuca,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestigios / Esparsos,-14.4796305555556,-39.0314305555556
2905800,Porto do Campo,2905800_1,Camamu,Bahia,BA,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,-13.90074,-39.0362805555556
3201605,Praia Pontal do Sul,3201605_40,Conceição da Barra,Espírito Santo,ES,2019-11-14,2019-11-21,Oleada - Vestigios / Esparsos,-18.6515069444444,-39.73845
2704302,Praia de Guaxuma,2704302_2,Maceió,Alagoas,AL,2019-10-25,NA,Oleada - Vestigios / Esparsos,-9.59347222222222,-35.6688125
2932705,Praia do cemitério,2932705_5,Uruçuca,Bahia,BA,2019-11-09,2019-11-14,Oleada - Vestigios / Esparsos,-14.4652722222222,-39.0261638888889
3201605,Praia de Guriri,3201605_45,Conceição da Barra,Espírito Santo,ES,2019-11-21,2019-11-22,Oleada - Vestigios / Esparsos,-18.6984916666667,-39.7445305555556
3201605,Praia de Guriri,3201605_46,Conceição da Barra,Espírito Santo,ES,2019-11-18,2019-11-19,Oleada - Vestigios / Esparsos,-18.7041305555556,-39.7460888888889
2704302,Ipioca,2704302_3,Maceió,Alagoas,AL,2019-09-17,2019-11-01,Oleo Nao Observado,-9.54801666666667,-35.6177594444444
2932705,Praia Pé de Serra,2932705_8,Uruçuca,Bahia,BA,2019-11-12,2019-11-12,Oleada - Vestigios / Esparsos,-14.4889444444444,-39.0328638888889
3201605,Praia Pontal do Sul,3201605_38,Conceição da Barra,Espírito Santo,ES,2019-11-13,2019-11-21,Oleada - Vestigios / Esparsos,-18.6336205555556,-39.7339563888889
2905800,Cajaíba do Sul,2905800_2,Camamu,Bahia,BA,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-13.9617444444444,-39.0260694444444
2932705,Praia da Ponta do Ramo,2932705_9,Uruçuca,Bahia,BA,2019-11-12,2019-11-19,Oleada - Vestigios / Esparsos,-14.4967583333333,-39.0348594444444
3201605,Praia Pontal do Sul,3201605_39,Conceição da Barra,Espírito Santo,ES,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,-18.6414305555556,-39.7361611111111
2905800,Ilha Grande de Camamu,2905800_3,Camamu,Bahia,BA,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-13.9167169444444,-39.0051194444444
2704302,Praia Angra de Ipioca,2704302_7,Maceió,Alagoas,AL,2019-11-05,2019-11-18,Oleada - Vestigios / Esparsos,-9.49901111111111,-35.5746083333333
2916104,Praia de Guaibim,2916104_4,Itaparica,Bahia,BA,2019-11-08,2019-11-20,Oleo Nao Observado,-12.9236527777778,-38.6239027777778
3201605,Praia Pontal do Sul,3201605_36,Conceição da Barra,Espírito Santo,ES,2019-11-21,2019-11-21,Oleada - Vestigios / Esparsos,-18.6168158333333,-39.7292083333333
3201605,Praia Pontal do Sul,3201605_37,Conceição da Barra,Espírito Santo,ES,2019-11-16,2019-11-18,Oleada - Vestigios / Esparsos,-18.6247388888889,-39.7314472222222
2932507,Praia de Lençóis,2932507_11,Una,Bahia,BA,2019-11-08,2019-11-12,Oleo Nao Observado,-15.1495972222222,-38.9959166666667
2925303,Praia de Itapororoca,2925303_1,Porto Seguro,Bahia,BA,2019-10-31,2019-11-17,Oleada - Vestigios / Esparsos,-16.5566055555556,-39.08675
2905404,Moreré,2905404_28,Cairu,Bahia,BA,2019-11-02,NA,Oleada - Vestigios / Esparsos,-13.64915,-38.8924027777778
2407500,Praia de Caraúbas,2407500_14,Maxaranguape,Rio Grande do Norte,RN,2019-11-17,2019-11-18,Oleo Nao Observado,-5.45262166666667,-35.2904861111111
2905404,Praia de Moreré,2905404_29,Cairu,Bahia,BA,2019-10-28,2019-11-12,Oleo Nao Observado,-13.5932,-38.9011627777778
2602902,Praia de Gaibu,2602902_14,Cabo de Santo Agostinho,Pernambuco,PE,2019-11-11,2019-11-14,Oleo Nao Observado,-8.34154166666667,-34.9443833333333
2905404,Praia da Ponta dos Castelhanos,2905404_26,Cairu,Bahia,BA,2019-10-31,NA,Oleada - Vestigios / Esparsos,-13.6603944444444,-38.896325
2905404,Praia de Bainema,2905404_27,Cairu,Bahia,BA,2019-10-25,2019-11-01,Oleada - Vestigios / Esparsos,-13.6188161111111,-38.9048222222222
2925303,Praia de Arakakaí,2925303_5,Porto Seguro,Bahia,BA,2019-11-16,2019-11-21,Oleada - Vestigios / Esparsos,-16.3313166666667,-39.0092333333333
2402204,Barra do Cunhaú,2402204_1,Canguaretama,Rio Grande do Norte,RN,2019-09-10,2019-11-16,Oleo Nao Observado,-6.29619444444444,-35.0334269444444
2932507,Ilha de Comandatuba (Barra Norte e Barra Sul),2932507_7,Una,Bahia,BA,2019-10-30,2019-11-18,Oleada - Vestigios / Esparsos,-15.3407722222222,-38.9815166666667
2925303,Praia do Taipe (Praia do Rio da Barra),2925303_2,Porto Seguro,Bahia,BA,2019-11-02,NA,Oleada - Vestigios / Esparsos,-16.4537194444444,-39.0630472222222
2925303,Trancoso Itapororó,2925303_3,Porto Seguro,Bahia,BA,2019-10-31,2019-11-01,Oleo Nao Observado,-16.618465,-39.0929583333333
2602902,Praia do Paiva,2602902_17,Cabo de Santo Agostinho,Pernambuco,PE,2019-11-10,2019-11-17,Oleo Nao Observado,-8.35777777777778,-34.9529666666667
2932507,Praia de Lençóis,2932507_8,Una,Bahia,BA,2019-11-12,2019-11-12,Oleo Nao Observado,-15.1131916666667,-38.9967
3204906,Praia de Urussuquara,3204906_35,São Mateus,Espírito Santo,ES,2019-11-09,2019-11-19,Oleada - Vestigios / Esparsos,-19.0190458333333,-39.7306888888889
3204906,Praia de Urussuquara,3204906_36,São Mateus,Espírito Santo,ES,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,-19.0250166666667,-39.7299388888889
3204906,Praia de Guriri,3204906_33,São Mateus,Espírito Santo,ES,2019-11-15,2019-11-16,Oleada - Vestigios / Esparsos,-18.9994416666667,-39.7327222222222
3204906,Praia de Urussuquara,3204906_34,São Mateus,Espírito Santo,ES,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,-19.0092333333333,-39.7313555555556
2905404,Praia de Bainema,2905404_24,Cairu,Bahia,BA,2019-11-11,2019-11-12,Oleada - Vestigios / Esparsos,-13.6254916666667,-38.9018691666667
3204906,Praia da Barra Nova,3204906_28,São Mateus,Espírito Santo,ES,2019-11-11,2019-11-21,Oleada - Vestigios / Esparsos,-18.9539194444444,-39.7388972222222
2414209,Praia das Minas,2414209_14,Tibau do Sul,Rio Grande do Norte,RN,2019-11-11,2019-11-21,Oleada - Vestigios / Esparsos,-6.24560555555556,-35.0373194444444
2905404,Praia de Tassimirim,2905404_22,Cairu,Bahia,BA,2019-11-09,2019-11-14,Oleada - Vestigios / Esparsos,-13.5784166666667,-38.9192530555556
3204906,Praia da Barra Nova,3204906_26,São Mateus,Espírito Santo,ES,2019-11-19,2019-11-21,Oleada - Vestigios / Esparsos,-18.93615,-39.742575
2905404,Praia de Cueira,2905404_23,Cairu,Bahia,BA,2019-11-09,2019-11-15,Oleada - Vestigios / Esparsos,-13.5895638888889,-38.9141416666667
3204906,Praia da Barra Nova,3204906_27,São Mateus,Espírito Santo,ES,2019-11-11,2019-11-21,Oleada - Vestigios / Esparsos,-18.9466805555556,-39.74035
2100204,Praia da Mamuna,2100204_1,Alcântara,Maranhão,MA,2019-09-25,2019-11-06,Oleo Nao Observado,-2.26211666666667,-44.3859702777778
