geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,latitude,longitude
2800605,Praia da Costa,2800605_19,Barra dos Coqueiros,Sergipe,SE,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,-10.8519836111111,-36.9541444444444
2905404,Garapuá,2905404_3,Cairu,Bahia,BA,2019-10-22,2019-11-13,Oleada - Vestigios / Esparsos,-13.4832861111111,-38.9177808333333
2800605,Praia de Jatobá,2800605_16,Barra dos Coqueiros,Sergipe,SE,2019-11-12,2019-11-12,Oleada - Vestigios / Esparsos,-10.8243416666667,-36.9291166666667
2800605,Praia de Jatobá,2800605_17,Barra dos Coqueiros,Sergipe,SE,2019-11-11,2019-11-22,Oleada - Manchas,-10.8322611111111,-36.9364
2905404,Primeira Praia,2905404_9,Cairu,Bahia,BA,2019-11-10,2019-11-15,Oleada - Vestigios / Esparsos,-13.3770416666667,-38.9145361111111
2706802,Foz do Rio São Francisco,2706802_21,Piaçabuçu,Alagoas,AL,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,-10.4941,-36.3860058333333
2402600,Jacumã,2402600_2,Ceará-Mirim,Rio Grande do Norte,RN,2019-09-11,2019-11-22,Oleo Nao Observado,-5.5828,-35.2263333333333
2706802,Foz do Rio São Francisco,2706802_22,Piaçabuçu,Alagoas,AL,2019-10-09,2019-11-20,Oleo Nao Observado,-10.4942111111111,-36.3929222222222
2702702,Praia de Flexeiras,2702702_1,Feliz Deserto,Alagoas,AL,2019-10-21,2019-11-21,Oleada - Vestigios / Esparsos,-10.3186,-36.3008505555556
2402600,Praia de Porto Mirim,2402600_1,Ceará-Mirim,Rio Grande do Norte,RN,2019-10-27,2019-11-22,Oleo Nao Observado,-5.56426388888889,-35.2386472222222
2905701,Praia de Busca Vida,2905701_38,Camaçari,Bahia,BA,2019-10-24,2019-11-19,Oleo Nao Observado,-12.8597666666667,-38.2531361111111
2607604,Praia do Forte Orange,2607604_17,Ilha de Itamaracá,Pernambuco,PE,2019-09-02,2019-11-20,Oleo Nao Observado,-7.81108333333333,-34.8389305555556
2925303,Ponta do Corumbau,2925303_72,Porto Seguro,Bahia,BA,2019-11-15,2019-11-16,Oleada - Vestigios / Esparsos,-16.8904277777778,-39.1227583333333
3203205,Praia do Pontal do Ipiranga,3203205_4,Linhares,Espírito Santo,ES,2019-11-13,2019-11-19,Oleada - Vestigios / Esparsos,-19.1626916666667,-39.7113138888889
3203205,Praia de Barra Seca,3203205_2,Linhares,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-19.11794,-39.7173127777778
3203205,Praia do Pontal do Ipiranga,3203205_7,Linhares,Espírito Santo,ES,2019-11-17,2019-11-19,Oleada - Vestigios / Esparsos,-19.1903083333333,-39.707225
3203205,Praia de Barra Seca,3203205_43,Linhares,Espírito Santo,ES,2019-11-10,2019-11-21,Oleada - Vestigios / Esparsos,-19.0995111111111,-39.7200694444444
3203205,Praia do Pontal do Ipiranga,3203205_8,Linhares,Espírito Santo,ES,2019-11-10,2019-11-19,Oleada - Vestigios / Esparsos,-19.2011661111111,-39.7055583333333
3203205,Praia do Pontal do Ipiranga,3203205_5,Linhares,Espírito Santo,ES,2019-11-10,2019-11-19,Oleada - Vestigios / Esparsos,-19.1718666666667,-39.7100555555556
2614857,Praia da Boca da Barra,2614857_10,Tamandaré,Pernambuco,PE,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,-8.75355,-35.0917805555556
2614857,Praia de Mamucaba,2614857_11,Tamandaré,Pernambuco,PE,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-8.76014444444444,-35.097575
2933208,Praia de Jaburu,2933208_12,Vera Cruz,Bahia,BA,2019-10-17,2019-11-14,Oleo Nao Observado,-12.9601833333333,-38.6051694444444
3203205,Praia do Degredo,3203205_48,Linhares,Espírito Santo,ES,2019-11-11,2019-11-19,Oleada - Vestigios / Esparsos,-19.3441833333333,-39.6935444444444
2933208,Praia de Barra Grande,2933208_13,Vera Cruz,Bahia,BA,2019-10-19,2019-11-20,Oleo Nao Observado,-13.0440194444444,-38.6785166666667
2310209,Paracuru,2310209_1,Paracuru,Ceará,CE,2019-09-23,2019-11-19,Oleo Nao Observado,-3.40395555555556,-39.0212305555556
2933208,Caixa Prego,2933208_14,Vera Cruz,Bahia,BA,2019-10-18,2019-11-20,Oleo Nao Observado,-13.1295694444444,-38.7857725
2933208,Praia Berlinque,2933208_15,Vera Cruz,Bahia,BA,2019-11-02,2019-11-06,Oleo Nao Observado,-13.1221444444444,-38.76786
2913457,Ilha Quiepe,2913457_3,Igrapiúna,Bahia,BA,2019-11-01,NA,Oleada - Manchas,-13.8369972222222,-38.9394555555556
2706802,Praia do Peba,2706802_12,Piaçabuçu,Alagoas,AL,2019-11-07,2019-11-22,Oleada - Vestigios / Esparsos,-10.4165972222222,-36.3431305555556
2913457,Barra Grande,2913457_1,Igrapiúna,Bahia,BA,2019-10-18,2019-11-18,Oleada - Vestigios / Esparsos,-13.8815805555556,-38.9435611111111
2913457,Praia do Contrato,2913457_8,Igrapiúna,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,-13.8444527777778,-39.0376972222222
2706802,APA de Piaçabuçu - Dunas,2706802_14,Piaçabuçu,Alagoas,AL,2019-11-14,2019-11-22,Oleada - Vestigios / Esparsos,-10.4314722222222,-36.3507102777778
2913457,Barra de Serinhaém,2913457_5,Igrapiúna,Bahia,BA,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,-13.8443861111111,-39.0076194444444
2913457,Ponta do Contrato,2913457_6,Igrapiúna,Bahia,BA,2019-11-14,2019-11-15,Oleada - Manchas,-13.8672394444444,-39.0086777777778
2503209,Praia de Campina,2503209_27,Cabedelo,Paraíba,PB,2019-11-06,2019-11-20,Oleo Nao Observado,-7.03825555555556,-34.8366638888889
2803203,Praia Caueira,2803203_18,Itaporanga D'ajuda,Sergipe,SE,2019-11-07,2019-11-22,Oleada - Vestigios / Esparsos,-11.2839947222222,-37.2567055555556
2700508,Barra de Santo Antônio,2700508_1,Barra de Santo Antônio,Alagoas,AL,2019-09-22,2019-11-09,Oleada - Vestigios / Esparsos,-9.34827777777778,-35.4639027777778
3203205,Praia de Monsarás,3203205_33,Linhares,Espírito Santo,ES,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,-19.5607555555556,-39.7716027777778
3203205,Praia Cacimbas,3203205_30,Linhares,Espírito Santo,ES,2019-11-17,2019-11-19,Oleada - Vestigios / Esparsos,-19.5364861111111,-39.7613138888889
2700508,Barra do Rio Santo Antônio,2700508_4,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-11-16,Oleo Nao Observado,-9.41066944444444,-35.4968138888889
3203205,Praia de Povoação,3203205_36,Linhares,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-19.6019119444444,-39.791625
2613404,São José da Coroa Grande,2613404_1,São José da Coroa Grande,Pernambuco,PE,2019-09-25,2019-11-21,Oleada - Manchas,-8.87045555555556,-35.1323777777778
2700508,Ilha da Croa,2700508_2,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-10-30,Oleada - Vestigios / Esparsos,-9.38472805555556,-35.4925333333333
2700508,Barra do Santo Antônio,2700508_3,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-11-09,Oleada - Manchas,-9.42860555555556,-35.5068055555556
2900801,Praia de Alcobaça (Praia do Centro),2900801_2,Alcobaça,Bahia,BA,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-17.5233416666667,-39.1921277777778
2900801,Praia de Alcobaça (Praia do Centro),2900801_1,Alcobaça,Bahia,BA,2019-11-02,2019-11-04,Oleo Nao Observado,-17.54035,-39.1910638888889
2922003,Praia de Mucuri,2922003_2,Mucuri,Bahia,BA,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,-18.0089111111111,-39.5006202777778
2803203,Praia Caueira,2803203_10,Itaporanga D'ajuda,Sergipe,SE,2019-11-15,2019-11-22,Oleada - Vestigios / Esparsos,-11.2268305555556,-37.2104861111111
2925501,Praia de Guaratiba,2925501_76,Prado,Bahia,BA,2019-11-09,2019-11-11,Oleada - Vestigios / Esparsos,-17.4219305555556,-39.1982777777778
2803203,Praia Caueira,2803203_14,Itaporanga D'ajuda,Sergipe,SE,2019-11-20,2019-11-21,Oleada - Vestigios / Esparsos,-11.2551222222222,-37.2343697222222
2900801,Praia do quati,2900801_12,Alcobaça,Bahia,BA,2019-11-08,2019-11-11,Oleada - Vestigios / Esparsos,-17.4491361111111,-39.1923138888889
2925501,Praia do Quati,2925501_77,Prado,Bahia,BA,2019-11-10,2019-11-12,Oleada - Vestigios / Esparsos,-17.4404055555556,-39.1927833333333
2900801,Praia dos Corais,2900801_15,Alcobaça,Bahia,BA,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,-17.4760722222222,-39.1929722222222
3203205,Praia de Regência,3203205_73,Linhares,Espírito Santo,ES,2019-11-14,2019-11-19,Oleada - Vestigios / Esparsos,-19.6726694444444,-39.8807638888889
3203205,Praia de Regência,3203205_65,Linhares,Espírito Santo,ES,2019-11-11,2019-11-19,Oleada - Vestigios / Esparsos,-19.6517219444444,-39.8117166666667
2800605,Praia da Costa,2800605_22,Barra dos Coqueiros,Sergipe,SE,2019-11-16,2019-11-16,Oleada - Vestigios / Esparsos,-10.882575,-36.9779222222222
2804904,Praia de Ponta dos Mangues,2804904_1,Pacatuba,Sergipe,SE,2019-09-24,2019-11-03,Oleada - Vestigios / Esparsos,-10.5746222222222,-36.5847005555556
2806602,Santo Amaro das Brotas,2806602_1,Santo Amaro das Brotas,Sergipe,SE,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,-10.8461388888889,-37.0251333333333
2900801,Praia dos Coqueiros,2900801_17,Alcobaça,Bahia,BA,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,-17.4944305555556,-39.1926972222222
3203205,Praia de Povoação,3203205_64,Linhares,Espírito Santo,ES,2019-11-10,2019-11-19,Oleada - Vestigios / Esparsos,-19.5861111111111,-39.7832777777778
3203205,Praia de Regência,3203205_69,Linhares,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,-19.659425,-39.8455611111111
2407500,Cabo de São Roque,2407500_1,Maxaranguape,Rio Grande do Norte,RN,2019-09-14,2019-11-21,Oleo Nao Observado,-5.49058888888889,-35.2605694444444
2800605,Praia Atalaia Nova,2800605_26,Barra dos Coqueiros,Sergipe,SE,2019-11-11,2019-11-12,Oleo Nao Observado,-10.9171102777778,-37.005
2407500,Maracajaú,2407500_4,Maxaranguape,Rio Grande do Norte,RN,2019-09-10,2019-11-22,Oleo Nao Observado,-5.40803333333333,-35.3112027777778
2800605,Atalaia Nova,2800605_29,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-22,Oleada - Vestigios / Esparsos,-10.9494611111111,-37.026125
2407500,Praia de Barra de Maxaranguape,2407500_5,Maxaranguape,Rio Grande do Norte,RN,2019-10-21,2019-11-22,Oleo Nao Observado,-5.51613611111111,-35.2575583333333
2407500,Praia de Caraúbas,2407500_2,Maxaranguape,Rio Grande do Norte,RN,2019-09-15,2019-11-22,Oleo Nao Observado,-5.46126944444444,-35.28755
2800605,Praia Atalaia Nova,2800605_27,Barra dos Coqueiros,Sergipe,SE,2019-11-16,2019-11-18,Oleada - Vestigios / Esparsos,-10.9328666666667,-37.0159583333333
2407500,Ponta de Maracajaú,2407500_3,Maxaranguape,Rio Grande do Norte,RN,2019-09-17,2019-11-17,Oleada - Vestigios / Esparsos,-5.42761388888889,-35.2963305555556
2800605,Barra dos Coqueiros,2800605_28,Barra dos Coqueiros,Sergipe,SE,2019-09-24,2019-11-12,Oleo Nao Observado,-10.9406972222222,-37.0205305555556
2407500,Muriú,2407500_6,Maxaranguape,Rio Grande do Norte,RN,2019-09-12,2019-11-18,Oleo Nao Observado,-5.51858527777778,-35.2508647222222
2507507,Praia do Bessa,2507507_4,João Pessoa,Paraíba,PB,2019-11-06,2019-11-17,Oleo Nao Observado,-7.07046944444444,-34.8344130555556
2702702,Praia de Flexeiras,2702702_6,Feliz Deserto,Alagoas,AL,2019-11-07,2019-11-21,Oleada - Vestigios / Esparsos,-10.3107861111111,-36.29725
2702702,Praia de Flexeiras,2702702_7,Feliz Deserto,Alagoas,AL,2019-11-13,2019-11-21,Oleada - Vestigios / Esparsos,-10.3277083333333,-36.3030583333333
2702702,Praia do Toco,2702702_4,Feliz Deserto,Alagoas,AL,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,-10.2800222222222,-36.2769222222222
2702702,Praia do Toco,2702702_5,Feliz Deserto,Alagoas,AL,2019-11-11,2019-11-22,Oleada - Vestigios / Esparsos,-10.3024380555556,-36.2932638888889
