geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,hora,cou,latitude,longitude
2408201,Ponta da Ilha Verde,2408201_22,Nísia Floresta,Rio Grande do Norte,RN,2019-09-12,2019-12-13,Oleo Nao Observado,14:49:01,1,-6.008583333333333,-35.105738888888894
2932705,Praia da Ponta do Ramo,2932705_9,Uruçuca,Bahia,BA,2019-11-12,2019-12-14,Oleo Nao Observado,11:26:13,1,-14.496758333333332,-39.03485944444444
2306553,Praia de Almofala,2306553_16,Itarema,Ceará,CE,2019-11-05,2019-11-27,Oleo Nao Observado,NA,1,-2.9284222222222223,-39.826322222222224
2932705,Praia do cemitério,2932705_5,Uruçuca,Bahia,BA,2019-11-09,2019-12-01,Oleo Nao Observado,NA,1,-14.465272222222222,-39.02616388888889
2913606,Praia da Barra do Sargi,2913606_36,Ilhéus,Bahia,BA,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-14.507225,-39.03481611111111
2913606,ponta do ramo,2913606_37,Ilhéus,Bahia,BA,2019-11-19,2019-12-01,Oleo Nao Observado,NA,1,-14.524686111111112,-39.037613888888885
2932705,Praia Pé de Serra,2932705_7,Uruçuca,Bahia,BA,2019-11-09,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-14.479630555555556,-39.03143055555555
2913606,Praia da Avenida,2913606_32,Ilhéus,Bahia,BA,2019-10-29,2019-11-13,Oleada - Vestigios / Esparsos,NA,1,-14.792508333333334,-39.02889722222222
2932705,Uruçuca_Itacaré,2932705_2,Uruçuca,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-14.435301666666668,-39.02096944444445
2913606,Praia Jóia do Atlântico,2913606_33,Ilhéus,Bahia,BA,2019-10-31,NA,Oleada - Vestigios / Esparsos,NA,1,-14.63928611111111,-39.065172222222216
2932705,Uruçuca_Itacare,2932705_3,Uruçuca,Bahia,BA,2019-12-13,2019-12-13,Oleada - Vestigios / Esparsos,14:07:33,1,-14.446080555555556,-39.02290277777778
2913606,Praia do Sul,2913606_34,Ilhéus,Bahia,BA,2019-10-28,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-14.909875,-39.020852777777776
2802106,Dunas,2802106_18,Estância,Sergipe,SE,2019-11-13,2019-12-14,Oleada - Vestigios / Esparsos,10:23:47,1,-11.417798888888889,-37.312911111111106
2913606,Praia dos Milionários,2913606_35,Ilhéus,Bahia,BA,2019-11-07,2019-12-14,Oleo Nao Observado,08:12:31,1,-14.87616388888889,-39.023513888888886
2802106,Praia do Saco,2802106_19,Estância,Sergipe,SE,2019-11-11,2019-12-12,Oleo Nao Observado,NA,1,-11.428505555555555,-37.32433055555556
2913606,Praia da Ponta do Ramo,2913606_30,Ilhéus,Bahia,BA,2019-10-29,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-14.533494722222223,-39.03635555555555
2802106,Praia da Boa viagem,2802106_14,Estância,Sergipe,SE,2019-11-13,2019-12-14,Oleada - Vestigios / Esparsos,11:07:09,1,-11.364025,-37.30025055555555
2802106,Praia do Saco,2802106_15,Estância,Sergipe,SE,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,NA,1,-11.373052777777778,-37.30363333333333
2913606,Praia Pé de Serra,2913606_31,Ilhéus,Bahia,BA,2019-10-28,2019-11-12,Oleada - Vestigios / Esparsos,NA,1,-14.515888888888888,-39.03601888888889
2802106,Praia do Saco,2802106_16,Estância,Sergipe,SE,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,NA,1,-11.381605555555556,-37.306599999999996
2300754,Praia de Icaraí de Amontada,2300754_12,Amontada,Ceará,CE,2019-12-11,2019-12-12,Oleo Nao Observado,NA,1,-3.023197222222222,-39.65306388888889
2802106,Dunas,2802106_17,Estância,Sergipe,SE,2019-11-15,2019-12-14,Oleada - Vestigios / Esparsos,10:51:01,1,-11.408352777777779,-37.31217777777778
2300754,Praia de Icarai de Amontada,2300754_13,Amontada,Ceará,CE,2019-11-10,2019-11-29,Oleo Nao Observado,NA,1,-3.0215722222222223,-39.64425555555555
2802106,Boa Viagem,2802106_10,Estância,Sergipe,SE,2019-11-10,2019-12-14,Oleada - Vestigios / Esparsos,11:21:00,1,-11.323174999999999,-37.28087222222222
2802106,Praia do Saco,2802106_11,Estância,Sergipe,SE,2019-11-20,2019-11-20,Oleada - Vestigios / Esparsos,NA,1,-11.33961388888889,-37.289249999999996
2100907,Ilha do Cajú,2100907_6,Araioses,Maranhão,MA,2019-12-04,2019-12-04,Oleada - Vestigios / Esparsos,NA,1,-2.694988888888889,-42.16683166666667
2802106,Praia do Saco,2802106_12,Estância,Sergipe,SE,2019-11-07,2019-11-18,Oleo Nao Observado,NA,1,-11.347930555555557,-37.29319722222222
2802106,Praia do Abaís,2802106_13,Estância,Sergipe,SE,2019-11-10,2019-11-28,Oleada - Vestigios / Esparsos,NA,1,-11.355908333333334,-37.29679722222222
2503209,Praia Formosa,2503209_17,Cabedelo,Paraíba,PB,2019-09-01,2019-12-10,Oleo Nao Observado,NA,1,-6.968184444444445,-34.82980833333334
2913606,Praia dos Milionários,2913606_29,Ilhéus,Bahia,BA,2019-10-21,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-14.840627777777778,-39.02536666666666
2925303,Caraiva,2925303_70,Porto Seguro,Bahia,BA,2019-11-27,2019-12-06,Oleo Nao Observado,NA,1,-16.753541666666667,-39.139986111111114
2914901,Eco Village,2914901_6,Itacaré,Bahia,BA,2019-11-14,2019-12-05,Oleo Nao Observado,NA,1,-14.316580555555555,-38.99206111111111
2302206,Morro Branco,2302206_1,Beberibe,Ceará,CE,2019-09-07,2019-11-22,Oleo Nao Observado,NA,1,-4.154880555555556,-38.106258333333336
2805307,Praia do Pirambu,2805307_1,Pirambu,Sergipe,SE,2019-09-24,2019-12-13,Oleada - Vestigios / Esparsos,13:05:57,1,-10.738458333333332,-36.84764166666667
2914901,Praia da Ribeira,2914901_7,Itacaré,Bahia,BA,2019-10-30,2019-12-06,Oleo Nao Observado,NA,1,-14.290994444444443,-38.98319722222222
2302206,Barra do Rio Pirangi,2302206_2,Beberibe,Ceará,CE,2019-11-04,2019-11-22,Oleo Nao Observado,NA,1,-4.376344444444444,-37.85642777777778
2913606,Praia de Mamoã,2913606_25,Ilhéus,Bahia,BA,2019-11-04,2019-11-12,Oleada - Vestigios / Esparsos,NA,1,-14.568210555555556,-39.04826944444444
2925303,Ponta do Corumbau,2925303_72,Porto Seguro,Bahia,BA,2019-11-15,2019-11-16,Oleada - Vestigios / Esparsos,NA,1,-16.890427777777777,-39.12275833333334
2914901,Praia Engenhoca,2914901_8,Itacaré,Bahia,BA,2019-10-28,2019-12-12,Oleo Nao Observado,NA,1,-14.353541666666667,-39.00204305555555
2302206,Barra de Sucatinga,2302206_3,Beberibe,Ceará,CE,2019-09-08,2019-11-22,Oleo Nao Observado,NA,1,-4.252758055555556,-38.00430277777778
2913606,São Domingos,2913606_26,Ilhéus,Bahia,BA,2019-11-03,2019-11-04,Oleo Nao Observado,NA,1,-14.711652777777777,-39.06534444444444
2913606,Praia de Lençóis,2913606_27,Ilhéus,Bahia,BA,2019-11-03,2019-12-08,Oleo Nao Observado,NA,1,-15.068712777777778,-38.997058333333335
2913606,Praia de Cururupe,2913606_28,Ilhéus,Bahia,BA,2019-11-14,2019-12-07,Oleo Nao Observado,NA,1,-14.883377777777778,-39.023630555555556
2900801,Praia de Alcobaça (Praia do Centro),2900801_1,Alcobaça,Bahia,BA,2019-11-02,2019-11-04,Oleo Nao Observado,NA,1,-17.54035,-39.191063888888884
2913606,Praia de Canabrava,2913606_21,Ilhéus,Bahia,BA,2019-11-11,2019-11-13,Oleo Nao Observado,NA,1,-14.986580555555555,-38.9989
2900801,Praia de Alcobaça (Praia do Centro),2900801_2,Alcobaça,Bahia,BA,2019-11-13,2019-11-13,Oleada - Vestigios / Esparsos,NA,1,-17.523341666666667,-39.19212777777778
2302206,Praia do Diogo,2302206_49,Beberibe,Ceará,CE,2019-11-05,2019-11-05,Oleada - Vestigios / Esparsos,NA,1,-4.198508333333334,-38.061233333333334
2900801,Praia de Alcobaça (Praia do Centro),2900801_3,Alcobaça,Bahia,BA,2019-11-28,2019-12-07,Oleo Nao Observado,NA,1,-17.53186388888889,-39.19172222222222
2702702,Praia de Flexeiras,2702702_1,Feliz Deserto,Alagoas,AL,2019-10-21,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.3186,-36.300850555555556
2913606,Praia de Ponta da Tulha,2913606_24,Ilhéus,Bahia,BA,2019-10-28,2019-12-07,Oleo Nao Observado,NA,1,-14.594483333333335,-39.05419444444444
2906907,Praia do Grauçá,2906907_14,Caravelas,Bahia,BA,2019-11-10,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-17.728291666666664,-39.17889722222222
2906907,Praia de Iemanjá,2906907_10,Caravelas,Bahia,BA,2019-11-19,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-17.698094444444443,-39.14438888888889
2932507,Praia de Lençõis,2932507_14,Una,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.195719444444444,-38.996883333333336
2913606,São Domingos,2913606_7,Ilhéus,Bahia,BA,2019-11-12,2019-12-14,Oleo Nao Observado,10:13:09,1,-14.739899999999999,-39.06375277777777
2932507,Praia de Lençóis,2932507_11,Una,Bahia,BA,2019-11-08,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.149597222222221,-38.995916666666666
2312403,Praia de Taíba,2312403_1,São Gonçalo do Amarante,Ceará,CE,2019-09-23,2019-11-15,Oleo Nao Observado,NA,1,-3.5129555555555556,-38.883044444444444
2913606,Praia de São Domingos,2913606_8,Ilhéus,Bahia,BA,2019-11-09,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-14.75056,-39.063294444444445
2932507,Praia de Lençõis,2932507_12,Una,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.158594444444445,-38.996025
2913606,Praia de São Miguel,2913606_9,Ilhéus,Bahia,BA,2019-11-07,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-14.767353055555557,-39.05832777777778
2913606,Praia de Jairí,2913606_3,Ilhéus,Bahia,BA,2019-10-21,2019-11-27,Oleo Nao Observado,NA,1,-14.978480555555556,-39.00277138888889
2913606,Acuípe,2913606_4,Ilhéus,Bahia,BA,2019-10-22,2019-11-13,Oleo Nao Observado,NA,1,-15.087816666666667,-38.99717777777778
2913606,Praia do quartel,2913606_5,Ilhéus,Bahia,BA,2019-11-03,2019-11-19,Oleo Nao Observado,NA,1,-14.784573333333332,-39.03369333333333
2802106,Abais,2802106_7,Estância,Sergipe,SE,2019-09-03,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-11.307175,-37.271880555555555
2802106,Abais,2802106_9,Estância,Sergipe,SE,2019-11-28,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-11.315166666666668,-37.276488888888885
2921005,Imbassaí,2921005_1,Mata de São João,Bahia,BA,2019-10-10,2019-12-13,Oleada - Vestigios / Esparsos,13:58:45,1,-12.499033333333333,-37.95923611111112
2303501,Caponga,2303501_1,Cascavel,Ceará,CE,2019-10-14,2019-11-14,Oleo Nao Observado,NA,1,-4.037241666666667,-38.19993611111111
2921005,Praia do Forte,2921005_2,Mata de São João,Bahia,BA,2019-10-08,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-12.571041666666666,-37.99743055555555
2913606,Praia de São Miguel,2913606_1,Ilhéus,Bahia,BA,2019-10-26,2019-12-09,Oleo Nao Observado,NA,1,-14.7593,-39.061249999999994
2802106,Dunas (norte),2802106_3,Estância,Sergipe,SE,2019-11-04,2019-12-12,Oleada - Vestigios / Esparsos,NA,1,-11.331483333333333,-37.28395722222222
2303501,Praia da Barra Nova,2303501_2,Cascavel,Ceará,CE,2019-10-25,2019-11-01,Oleo Nao Observado,NA,1,-4.093447222222222,-38.15469722222222
2913606,Praia de Siriba,2913606_2,Ilhéus,Bahia,BA,2019-10-20,2019-12-10,Oleo Nao Observado,NA,1,-14.96071111111111,-39.006080555555556
2802106,Dunas (sul),2802106_4,Estância,Sergipe,SE,2019-11-04,2019-12-14,Oleada - Vestigios / Esparsos,10:55:18,1,-11.39908611111111,-37.310536111111105
2802106,Praia do Saco (1),2802106_5,Estância,Sergipe,SE,2019-09-03,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-11.390530555555555,-37.309486111111106
2802106,Praia do Saco (2),2802106_6,Estância,Sergipe,SE,2019-11-02,2019-12-02,Oleada - Vestigios / Esparsos,NA,1,-11.425444444444445,-37.31756916666667
2919207,Praia Vilas do Atlântico,2919207_1,Lauro de Freitas,Bahia,BA,2019-10-11,2019-10-16,Oleo Nao Observado,NA,1,-12.895525,-38.29224166666666
2509305,Barra do rio Camaratuba,2509305_1,Mataraca,Paraíba,PB,2019-09-07,2019-11-29,Oleo Nao Observado,NA,1,-6.594975,-34.96599166666667
2900801,Praia dos Coqueiros,2900801_17,Alcobaça,Bahia,BA,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,NA,1,-17.494430555555557,-39.19269722222222
2802106,Praia do Saco (3),2802106_1,Estância,Sergipe,SE,2019-12-04,2019-12-14,Oleada - Vestigios / Esparsos,10:12:26,1,-11.427344444444444,-37.334963055555555
2925303,Praia do Taipe (Praia do Rio da Barra),2925303_19,Porto Seguro,Bahia,BA,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-16.547483333333336,-39.08531611111111
2100204,Praia de Itatinga,2100204_3,Alcântara,Maranhão,MA,2019-09-22,2019-10-17,Oleo Nao Observado,NA,1,-2.4116027777777775,-44.39394444444444
2922607,Carvalho,2922607_1,Nilo Peçanha,Bahia,BA,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-13.675372222222222,-38.96945
2900801,Praia dos Corais,2900801_15,Alcobaça,Bahia,BA,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,NA,1,-17.47607222222222,-39.19297222222222
2922607,Barra dos Carvalhos,2922607_3,Nilo Peçanha,Bahia,BA,2019-10-25,NA,Oleada - Vestigios / Esparsos,NA,1,-13.690900000000001,-38.96615555555556
2100204,Praia da Mamuna,2100204_1,Alcântara,Maranhão,MA,2019-09-25,2019-11-06,Oleo Nao Observado,NA,1,-2.2621166666666666,-44.38597027777778
2100204,Ilha do Livramento,2100204_2,Alcântara,Maranhão,MA,2019-09-25,2019-10-17,Oleo Nao Observado,NA,1,-2.4178491666666666,-44.42243333333333
2900801,Praia do quati,2900801_12,Alcobaça,Bahia,BA,2019-11-08,2019-11-11,Oleada - Vestigios / Esparsos,NA,1,-17.449136111111113,-39.19231388888888
2905800,Cajaíba do Sul,2905800_2,Camamu,Bahia,BA,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.961744444444443,-39.026069444444445
2905800,Ilha Grande de Camamu,2905800_3,Camamu,Bahia,BA,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.916716944444444,-39.005119444444446
2925303,Farol de Porto Seguro,2925303_10,Porto Seguro,Bahia,BA,2019-12-01,2019-12-11,Oleo Nao Observado,NA,1,-16.436152777777778,-39.06182222222222
2303709,Praia de Cumbuco,2303709_8,Caucaia,Ceará,CE,2019-11-05,2019-12-10,Oleo Nao Observado,NA,1,-3.613525,-38.75353055555556
2905800,Porto do Campo,2905800_1,Camamu,Bahia,BA,2019-11-20,2019-11-13,Oleada - Manchas,NA,1,-13.958683333333333,-39.04833611111111
2917300,Praia de Pratigi,2917300_13,Ituberá,Bahia,BA,2019-11-13,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-13.736441666666666,-38.99404444444445
2402204,Barra do Cunhaú,2402204_4,Canguaretama,Rio Grande do Norte,RN,2019-11-15,2019-11-24,Oleo Nao Observado,NA,1,-6.3165555555555555,-35.04418333333333
2303709,Praia da Barra do Cauípe,2303709_4,Caucaia,Ceará,CE,2019-11-10,2019-12-11,Oleo Nao Observado,NA,1,-3.5871833333333334,-38.77798611111111
2402204,Barra do Cunhaú,2402204_1,Canguaretama,Rio Grande do Norte,RN,2019-09-10,2019-12-05,Oleo Nao Observado,NA,1,-6.296194444444445,-35.03342694444444
2917300,Praia de Pratigi,2917300_11,Ituberá,Bahia,BA,2019-11-07,2019-12-10,Oleo Nao Observado,NA,1,-13.718474722222222,-38.98812777777778
2303709,Praia de Cumbuco,2303709_1,Caucaia,Ceará,CE,2019-11-17,2019-12-12,Oleo Nao Observado,NA,1,-3.6255972222222224,-38.72816944444445
2403251,Barreira do Inferno,2403251_1,Parnamirim,Rio Grande do Norte,RN,2019-09-11,2019-11-14,Oleo Nao Observado,NA,1,-5.936127777777778,-35.15450555555555
2403251,Pirangi do Norte,2403251_2,Parnamirim,Rio Grande do Norte,RN,2019-09-11,2019-12-13,Oleo Nao Observado,15:20:22,1,-5.972744444444444,-35.12631666666667
2706448,Paripueira,2706448_1,Paripueira,Alagoas,AL,2019-09-22,2019-11-26,Oleo Nao Observado,NA,1,-9.461188888888888,-35.539230555555555
2403251,Barreira do Inferno,2403251_4,Parnamirim,Rio Grande do Norte,RN,2019-11-25,2019-12-12,Oleo Nao Observado,NA,1,-5.916552777777778,-35.157075
2925303,Coroa Vermelha,2925303_48,Porto Seguro,Bahia,BA,2019-12-02,2019-12-10,Oleo Nao Observado,NA,1,-16.345152777777777,-39.00773888888889
2614857,Carneiros,2614857_3,Tamandaré,Pernambuco,PE,2019-09-03,2019-11-09,Oleo Nao Observado,NA,1,-8.706397222222222,-35.07941666666667
2614857,Praia do Reduto,2614857_4,Tamandaré,Pernambuco,PE,2019-10-15,NA,Oleo Nao Observado,NA,1,-8.688066666666668,-35.1089
