geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,hora,cou,latitude,longitude
3203205,Praia Cacimbas,3203205_30,Linhares,Espírito Santo,ES,2019-11-17,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-19.536486111111113,-39.761313888888886
2703759,Dunas de Marapé,2703759_13,Jequiá da Praia,Alagoas,AL,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-10.036672222222222,-36.02160277777778
2800308,Atalaia,2800308_9,Aracaju,Sergipe,SE,2019-10-02,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-10.982188888888889,-37.03726666666667
2903409,Praia do Mar Moreno,2903409_4,Belmonte,Bahia,BA,2019-11-02,2019-11-02,Oleo Nao Observado,NA,1,-15.855466666666667,-38.85794166666667
3203205,Praia de Monsarás,3203205_33,Linhares,Espírito Santo,ES,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-19.560755555555556,-39.77160277777778
2607604,Praia do Forte Orange,2607604_17,Ilha de Itamaracá,Pernambuco,PE,2019-09-02,2019-12-14,Oleo Nao Observado,09:48:03,1,-7.811083333333333,-34.83893055555556
2903409,Praia de Barra Velha,2903409_5,Belmonte,Bahia,BA,2019-10-29,2019-12-12,Oleo Nao Observado,NA,1,-15.816069444444445,-38.87007777777778
2903409,Praia de Mogiquiçaba,2903409_6,Belmonte,Bahia,BA,2019-11-04,2019-12-14,Oleada - Vestigios / Esparsos,09:39:02,1,-16.08976111111111,-38.949911111111106
3205309,Praia Grande,3205309_15,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.309983333333335,-40.277747222222224
2800308,Mosqueiro,2800308_5,Aracaju,Sergipe,SE,2019-10-16,2019-12-13,Oleo Nao Observado,NA,1,-11.046477777777778,-37.088680555555555
3205309,Praia Grande,3205309_16,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.312980555555555,-40.27864722222222
2800308,Praia dos Artistas,2800308_6,Aracaju,Sergipe,SE,2019-10-29,2019-12-11,Oleo Nao Observado,NA,1,-10.97415,-37.03111666666666
2903409,Praia de Guaiu,2903409_1,Belmonte,Bahia,BA,2019-11-01,2019-11-15,Oleo Nao Observado,NA,1,-16.084320277777778,-38.946524999999994
2800308,Viral,2800308_7,Aracaju,Sergipe,SE,2019-12-12,2019-12-12,Oleada - Vestigios / Esparsos,NA,1,-11.12826388888889,-37.15631944444444
2903409,Barra de Peso e praia do Joabe,2903409_2,Belmonte,Bahia,BA,2019-11-14,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.782725000000001,-38.88670277777778
3205309,Praia do Canto,3205309_11,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.298175,-40.28857222222222
2800308,Praia dos Náufragos,2800308_8,Aracaju,Sergipe,SE,2019-10-29,2019-12-14,Oleada - Vestigios / Esparsos,10:13:31,1,-11.1333825,-37.142202777777776
2312403,Praia de Pecém,2312403_12,São Gonçalo do Amarante,Ceará,CE,2019-11-10,2019-12-11,Oleo Nao Observado,NA,1,-3.546561111111111,-38.830536111111115
2906303,Praia de Atalaia (Barra Sul de Canavieiras),2906303_38,Canavieiras,Bahia,BA,2019-11-05,2019-11-29,Oleo Nao Observado,NA,1,-15.687691666666668,-38.92933333333333
2800308,Praia Atalaia Nova,2800308_1,Aracaju,Sergipe,SE,2019-10-21,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.923399999999999,-37.044830555555556
3205309,Praia do Canto,3205309_12,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.3011825,-40.290299999999995
2913606,Praia de Juerana,2913606_48,Ilhéus,Bahia,BA,2019-11-23,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-14.65478888888889,-39.06496111111111
3205309,Praia Grande,3205309_13,Vitória,Espírito Santo,ES,2019-12-04,2019-12-11,Oleo Nao Observado,NA,1,-20.309652777777778,-40.28700833333333
2800308,Praia de Coroa do Meio,2800308_2,Aracaju,Sergipe,SE,2019-10-16,2019-12-11,Oleo Nao Observado,NA,1,-10.966811666666667,-37.031349999999996
2913606,Aritaguá,2913606_49,Ilhéus,Bahia,BA,2019-11-13,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-14.666616666666666,-39.06509166666666
3205309,Praia Grande,3205309_14,Vitória,Espírito Santo,ES,2019-12-04,2019-12-11,Oleo Nao Observado,NA,1,-20.309294444444443,-40.28242777777778
2800308,Praia de Aruanã,2800308_3,Aracaju,Sergipe,SE,2019-10-15,2019-12-14,Oleada - Vestigios / Esparsos,10:35:17,1,-11.10718611111111,-37.12877777777778
2800308,Tecarmo,2800308_4,Aracaju,Sergipe,SE,2019-11-03,2019-12-05,Oleo Nao Observado,NA,1,-11.016175,-37.06794861111111
2913606,Praia de Ponta da Tulha,2913606_43,Ilhéus,Bahia,BA,2019-11-15,2019-12-01,Oleo Nao Observado,NA,1,-14.60361111111111,-39.05598611111111
2503209,Praia de Campina,2503209_27,Cabedelo,Paraíba,PB,2019-11-06,2019-11-20,Oleo Nao Observado,NA,1,-7.038255555555556,-34.83666388888889
2906303,Praia da Costa,2906303_34,Canavieiras,Bahia,BA,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-15.642633333333333,-38.93816388888889
2906303,Praia da Costa,2906303_35,Canavieiras,Bahia,BA,2019-11-23,2019-11-23,Oleada - Vestigios / Esparsos,NA,1,-15.652060833333334,-38.937416666666664
2913606,Praia de Barramares,2913606_45,Ilhéus,Bahia,BA,2019-11-09,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-14.621427777777779,-39.06153333333333
2906303,Praia da Costa,2906303_36,Canavieiras,Bahia,BA,2019-11-07,2019-12-14,Oleo Nao Observado,09:22:31,1,-15.661027777777779,-38.93606305555555
2108058,Praia do Caburé,2108058_7,Paulino Neves,Maranhão,MA,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-2.634564166666667,-42.63283611111111
2312403,Praia de Pecém,2312403_11,São Gonçalo do Amarante,Ceará,CE,2019-11-19,2019-12-12,Oleo Nao Observado,NA,1,-3.545272222222222,-38.83966111111111
2906303,Praia da Costa,2906303_37,Canavieiras,Bahia,BA,2019-11-11,2019-11-30,Oleo Nao Observado,NA,1,-15.679047222222222,-38.932094444444445
2913606,Praia Jóia do Atlântico,2913606_46,Ilhéus,Bahia,BA,2019-10-31,NA,Oleada - Vestigios / Esparsos,NA,1,-14.630969444444444,-39.06296388888889
2906303,Praia da Barra do Albino,2906303_30,Canavieiras,Bahia,BA,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-15.60571111111111,-38.94093888888889
2913606,Praia de Mamoã,2913606_40,Ilhéus,Bahia,BA,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-14.559991666666667,-39.044241666666665
2304400,Praia de Cumbuco,2304400_13,Fortaleza,Ceará,CE,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-3.7187058333333334,-38.524325
2906303,Praia da Costa,2906303_32,Canavieiras,Bahia,BA,2019-11-11,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-15.62465,-38.94025555555555
2913606,Praia de Mamoã,2913606_41,Ilhéus,Bahia,BA,2019-11-19,2019-12-13,Oleo Nao Observado,15:59:52,1,-14.577302777777778,-39.04973611111111
2906303,Praia da Costa,2906303_33,Canavieiras,Bahia,BA,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-15.63363361111111,-38.93918333333333
2108058,Praia do Barro Vermelho,2108058_1,Paulino Neves,Maranhão,MA,2019-09-21,2019-09-28,Oleo Nao Observado,NA,1,-2.6515608333333334,-42.61108055555556
2903409,Ilha do Delta do Jequitinhonha,2903409_16,Belmonte,Bahia,BA,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-15.833896111111113,-38.856411111111115
2802106,Praia do Saco,2802106_21,Estância,Sergipe,SE,2019-12-14,2019-12-14,Oleada - Vestigios / Esparsos,09:58:04,1,-11.434000833333334,-37.35346666666667
2906907,Abrolhos,2906907_30,Caravelas,Bahia,BA,2019-12-12,2019-12-12,Oleada - Vestigios / Esparsos,NA,1,-17.96268333333333,-38.703247222222224
2300200,Espraiado,2300200_24,Acaraú,Ceará,CE,2019-11-10,2019-12-06,Oleo Nao Observado,NA,1,-2.855497222222222,-39.95716111111111
2913457,Barra de Serinhaém,2913457_5,Igrapiúna,Bahia,BA,2019-11-20,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-13.881991666666668,-39.06358611111111
2913457,Ponta do Contrato,2913457_6,Igrapiúna,Bahia,BA,2019-11-14,2019-11-28,Oleada - Vestigios / Esparsos,NA,1,-13.867239444444445,-39.00867777777778
2903409,Ilha do Delta do Jequitinhonha,2903409_13,Belmonte,Bahia,BA,2019-11-19,2019-12-12,Oleo Nao Observado,NA,1,-15.824422222222221,-38.86591666666667
2913457,Praia do Contrato,2913457_8,Igrapiúna,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestigios / Esparsos,NA,1,-13.844452777777779,-39.03769722222222
2932507,Praia do Poxim,2932507_32,Una,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-15.377508333333333,-38.975613888888894
2913457,Barra Grande,2913457_1,Igrapiúna,Bahia,BA,2019-10-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.881580555555557,-38.94356111111111
2913457,Ilha Quiepe,2913457_3,Igrapiúna,Bahia,BA,2019-11-01,2019-12-13,Oleo Nao Observado,NA,1,-13.836997222222223,-38.939455555555554
2913457,Barra de Serinhoém,2913457_4,Igrapiúna,Bahia,BA,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-13.832244444444445,-38.97898888888889
2207702,Praia do Pontal,2207702_8,Parnaíba,Piauí,PI,2019-12-14,2019-12-14,Oleada - Vestigios / Esparsos,11:31:32,1,-2.7989055555555553,-41.75468055555555
2207702,Praia do Pontal,2207702_9,Parnaíba,Piauí,PI,2019-11-27,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-2.803730555555555,-41.74747222222222
2207702,Praia do Pontal,2207702_4,Parnaíba,Piauí,PI,2019-11-08,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-2.762938888888889,-41.781675
2207702,Praia do Pontal,2207702_7,Parnaíba,Piauí,PI,2019-11-26,2019-11-26,Oleada - Manchas,NA,1,-2.7929222222222223,-41.763
2408201,Praia de Barra de Tabatinga,2408201_16,Nísia Floresta,Rio Grande do Norte,RN,2019-11-05,2019-12-14,Oleada - Vestigios / Esparsos,07:13:05,1,-6.056041666666666,-35.09936666666667
2408201,Praia de Barra de Tabatinga,2408201_17,Nísia Floresta,Rio Grande do Norte,RN,2019-11-10,2019-12-10,Oleada - Vestigios / Esparsos,NA,1,-6.069636111111111,-35.098305555555555
2408201,Praia de Camurupim,2408201_18,Nísia Floresta,Rio Grande do Norte,RN,2019-11-12,2019-12-14,Oleo Nao Observado,07:33:43,1,-6.085510277777778,-35.100274166666665
2408102,Praia da Via Costeira,2408102_14,Natal,Rio Grande do Norte,RN,2019-11-17,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-5.8220777777777775,-35.18151944444444
2408201,Praia de Búzios,2408201_12,Nísia Floresta,Rio Grande do Norte,RN,2019-11-05,2019-12-12,Oleo Nao Observado,NA,1,-6.026516666666667,-35.109677777777776
2932507,Ilha de Comandatuba (Barra Norte e Barra Sul),2932507_29,Una,Bahia,BA,2019-11-06,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-15.350061111111112,-38.98011666666667
2408102,Praia da Via Costeira,2408102_15,Natal,Rio Grande do Norte,RN,2019-12-06,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-5.8331,-35.18056111111111
2800704,Praia do Cabeço,2800704_16,Brejo Grande,Sergipe,SE,2019-11-05,2019-11-05,Oleada - Vestigios / Esparsos,NA,1,-10.49551111111111,-36.42661944444444
2408201,Praia de Barra de Tabatinga,2408201_13,Nísia Floresta,Rio Grande do Norte,RN,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-6.034924166666666,-35.110258333333334
2905404,Praia da Ponta dos Castelhanos,2905404_26,Cairu,Bahia,BA,2019-10-31,NA,Oleada - Vestigios / Esparsos,NA,1,-13.660394444444444,-38.896325
2408201,Praia de Búzios,2408201_14,Nísia Floresta,Rio Grande do Norte,RN,2019-11-12,2019-11-23,Oleo Nao Observado,NA,1,-6.044230555555555,-35.10989166666667
2805307,Praia da Ponta dos Mangues,2805307_8,Pirambu,Sergipe,SE,2019-11-07,2019-11-07,Oleada - Vestigios / Esparsos,NA,1,-10.627030555555557,-36.670941666666664
2905404,Praia de Bainema,2905404_27,Cairu,Bahia,BA,2019-10-25,2019-11-01,Oleada - Vestigios / Esparsos,NA,1,-13.618816111111112,-38.90482222222222
2408102,Praia do Meio,2408102_10,Natal,Rio Grande do Norte,RN,2019-11-11,2019-12-05,Oleo Nao Observado,NA,1,-5.7750361111111115,-35.19364444444444
2905404,Moreré,2905404_28,Cairu,Bahia,BA,2019-11-02,NA,Oleada - Vestigios / Esparsos,NA,1,-13.649149999999999,-38.892402777777775
2905404,Praia de Moreré,2905404_29,Cairu,Bahia,BA,2019-10-28,2019-11-12,Oleo Nao Observado,NA,1,-13.593200000000001,-38.90116277777778
2905404,Praia de Tassimirim,2905404_22,Cairu,Bahia,BA,2019-11-09,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-13.578416666666666,-38.91925305555555
2905404,Praia de Cueira,2905404_23,Cairu,Bahia,BA,2019-11-09,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-13.58956388888889,-38.914141666666666
2905404,Praia de Bainema,2905404_24,Cairu,Bahia,BA,2019-11-11,2019-12-11,Oleo Nao Observado,NA,1,-13.625491666666667,-38.901869166666664
3205309,Ilha do Frade,3205309_37,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.301642222222224,-40.28534722222222
3205309,Praia Curva da Jurema,3205309_38,Vitória,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.30388611111111,-40.28824722222222
2932507,Praia de Itapororoca,2932507_22,Una,Bahia,BA,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-15.269014722222224,-38.99333055555556
2702702,Praia de Flexeiras,2702702_8,Feliz Deserto,Alagoas,AL,2019-11-05,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-10.336450000000001,-36.30325833333333
2910602,Baixio,2910602_1,Esplanada,Bahia,BA,2019-10-07,2019-11-20,Oleada - Vestigios / Esparsos,NA,1,-12.131597222222222,-37.705419444444445
2800704,Praia do Costinha (Ilha do Funil),2800704_10,Brejo Grande,Sergipe,SE,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-10.524277777777778,-36.457816666666666
2910602,Mamucabo,2910602_2,Esplanada,Bahia,BA,2019-10-07,2019-10-31,Oleada - Vestigios / Esparsos,NA,1,-12.170977777777777,-37.729055555555554
2910602,Praia de Baixio,2910602_3,Esplanada,Bahia,BA,2019-11-20,2019-11-25,Oleo Nao Observado,NA,1,-12.107691666666666,-37.69155833333333
2407500,Praia de Caraúbas,2407500_14,Maxaranguape,Rio Grande do Norte,RN,2019-11-17,2019-11-18,Oleo Nao Observado,NA,1,-5.4526216666666665,-35.29048611111111
2702702,Praia do Toco,2702702_4,Feliz Deserto,Alagoas,AL,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-10.280022222222224,-36.27692222222222
2702702,Praia do Toco,2702702_5,Feliz Deserto,Alagoas,AL,2019-11-11,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.302438055555557,-36.29326388888889
2702702,Praia de Flexeiras,2702702_6,Feliz Deserto,Alagoas,AL,2019-11-07,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.310786111111112,-36.29725
2507507,Praia do Bessa,2507507_4,João Pessoa,Paraíba,PB,2019-11-06,2019-11-17,Oleo Nao Observado,NA,1,-7.070469444444444,-34.83441305555556
2702702,Praia de Flexeiras,2702702_7,Feliz Deserto,Alagoas,AL,2019-11-13,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-10.327708333333334,-36.30305833333333
2304400,Praia do Futuro,2304400_32,Fortaleza,Ceará,CE,2019-10-06,2019-11-13,Oleo Nao Observado,NA,1,-3.7462555555555554,-38.44693888888889
3205200,Praia da Barra,3205200_23,Vila Velha,Espírito Santo,ES,2019-12-11,2019-12-14,Oleo Nao Observado,10:32:48,1,-20.427047222222225,-40.32065
2913606,Praia dos Milionários,2913606_61,Ilhéus,Bahia,BA,2019-11-20,2019-11-24,Oleada - Vestigios / Esparsos,NA,1,-14.867889722222223,-39.02383611111111
2507507,Praia de Tambaú,2507507_1,João Pessoa,Paraíba,PB,2019-09-01,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-7.1103499999999995,-34.82324166666667
2913606,Praia de Cururupe,2913606_62,Ilhéus,Bahia,BA,2019-10-27,2019-12-07,Oleo Nao Observado,NA,1,-14.891469444444445,-39.02328055555555
2507507,Praia do Cabo Branco,2507507_2,João Pessoa,Paraíba,PB,2019-09-01,2019-11-30,Oleo Nao Observado,NA,1,-7.142561111111111,-34.81373055555555
2913606,Praia de Cururupe,2913606_64,Ilhéus,Bahia,BA,2019-11-08,2019-11-25,Oleada - Vestigios / Esparsos,NA,1,-14.91874,-39.01994722222222
2110278,Travosa,2110278_1,Santo Amaro do Maranhão,Maranhão,MA,2019-09-25,2019-11-28,Oleo Nao Observado,NA,1,-2.4073583333333333,-43.135448333333336
2110278,Santo Amaro do Maranhão,2110278_2,Santo Amaro do Maranhão,Maranhão,MA,2019-09-25,2019-10-20,Oleada - Vestigios / Esparsos,NA,1,-2.3409694444444447,-43.349494444444446
2900801,Praia de Iansã,2900801_28,Alcobaça,Bahia,BA,2019-11-14,2019-11-14,Oleada - Vestigios / Esparsos,NA,1,-17.597313888888888,-39.19124166666666
2900801,Praia de Iansã,2900801_29,Alcobaça,Bahia,BA,2019-11-30,2019-11-30,Oleada - Vestigios / Esparsos,NA,1,-17.60676666666667,-39.18783055555555
3205002,Jardim Atlântico,3205002_10,Serra,Espírito Santo,ES,2019-12-01,2019-12-11,Oleo Nao Observado,NA,1,-20.14335833333333,-40.18275
2903409,Barra de Belmonte (Praia de Caieira),2903409_38,Belmonte,Bahia,BA,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-16.04093055555556,-38.93259444444444
2601409,Praia do Porto,2601409_2,Barreiros,Pernambuco,PE,2019-10-29,2019-11-01,Oleada - Vestigios / Esparsos,NA,1,-8.810816666666668,-35.121047222222224
2905404,Quinta Praia (Praia do Encanto),2905404_16,Cairu,Bahia,BA,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-13.431005555555554,-38.90433888888889
2601409,Várzea do Una,2601409_3,Barreiros,Pernambuco,PE,2019-10-28,2019-11-25,Oleada - Vestigios / Esparsos,NA,1,-8.845247222222223,-35.13661388888889
2925303,Caraiva,2925303_69,Porto Seguro,Bahia,BA,2019-11-27,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-16.74988888888889,-39.13428277777778
2905404,Terceira Praia,2905404_11,Cairu,Bahia,BA,2019-11-07,2019-11-26,Oleo Nao Observado,NA,1,-13.387169444444444,-38.90461944444444
2905404,Quarta Praia,2905404_12,Cairu,Bahia,BA,2019-11-25,2019-11-25,Oleada - Vestigios / Esparsos,NA,1,-13.401155555555556,-38.906591666666664
2905404,Quarta Praia,2905404_13,Cairu,Bahia,BA,2019-11-06,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.409533333333334,-38.904725
2913606,Praia de Olivença,2913606_18,Ilhéus,Bahia,BA,2019-11-07,2019-12-10,Oleo Nao Observado,NA,1,-14.943308333333334,-39.01171388888889
2601409,Ponta das Ilhotas,2601409_1,Barreiros,Pernambuco,PE,2019-10-18,2019-12-06,Oleada - Vestigios / Esparsos,NA,1,-8.783634444444445,-35.104025
2702702,Praia do Toco,2702702_10,Feliz Deserto,Alagoas,AL,2019-12-01,2019-12-11,Oleo Nao Observado,NA,1,-10.294875,-36.287925
2913606,Praia de Jairi,2913606_19,Ilhéus,Bahia,BA,2019-11-11,2019-12-08,Oleo Nao Observado,NA,1,-14.951420277777776,-39.008894444444444
2925303,Praia dos Coqueiros,2925303_60,Porto Seguro,Bahia,BA,2019-11-15,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-16.574441666666665,-39.08547305555556
2905404,Segunda Praia,2905404_10,Cairu,Bahia,BA,2019-11-12,2019-11-27,Oleada - Vestigios / Esparsos,NA,1,-13.3794,-38.911325
2913606,Praia dos Milionários,2913606_14,Ilhéus,Bahia,BA,2019-11-19,2019-12-10,Oleo Nao Observado,NA,1,-14.849586111111112,-39.02509722222222
2925303,Praia de Trancoso,2925303_61,Porto Seguro,Bahia,BA,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-16.592180555555554,-39.08871944444445
2927705,Guaiú,2927705_6,Santa Cruz Cabrália,Bahia,BA,2019-12-03,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-16.141744444444445,-38.95479166666667
2913606,Praia de Batuba,2913606_16,Ilhéus,Bahia,BA,2019-11-09,2019-11-24,Oleada - Vestigios / Esparsos,NA,1,-14.927455555555555,-39.01759138888889
2913606,Praia de Back Door,2913606_17,Ilhéus,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestigios / Esparsos,NA,1,-14.936827777777777,-39.01510555555556
2927705,Araripe,2927705_9,Santa Cruz Cabrália,Bahia,BA,2019-11-26,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-16.164788888888886,-38.95681388888889
2913606,Praia do Malhado,2913606_10,Ilhéus,Bahia,BA,2019-11-13,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-14.783986666666667,-39.03952222222222
2927705,Praia de Guaiu,2927705_2,Santa Cruz Cabrália,Bahia,BA,2019-11-10,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-16.105758333333334,-38.955175000000004
2913606,Praia dos Milionários,2913606_11,Ilhéus,Bahia,BA,2019-11-19,2019-11-28,Oleo Nao Observado,NA,1,-14.802377222222223,-39.03126111111111
2913606,Praia do Cristo,2913606_12,Ilhéus,Bahia,BA,2019-11-13,2019-12-11,Oleo Nao Observado,NA,1,-14.808258333333335,-39.033052777777776
2913606,Praia do Cristo,2913606_13,Ilhéus,Bahia,BA,2019-11-13,2019-12-02,Oleo Nao Observado,NA,1,-14.807052777777779,-39.02659722222222
3202405,Praia da Areia Preta,3202405_44,Guarapari,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.67663055555556,-40.49888333333333
2927705,Araripe,2927705_1,Santa Cruz Cabrália,Bahia,BA,2019-11-01,2019-11-09,Oleada - Vestigios / Esparsos,NA,1,-16.174252777777777,-38.95916666666667
2607604,Praia de Quatro Cantos,2607604_3,Ilha de Itamaracá,Pernambuco,PE,2019-10-25,2019-10-31,Oleo Nao Observado,NA,1,-7.741594444444445,-34.82388055555556
2607604,Praia do Sossego,2607604_4,Ilha de Itamaracá,Pernambuco,PE,2019-10-28,2019-11-10,Oleo Nao Observado,NA,1,-7.70905,-34.83345638888889
3202405,Praia das Castanheiras,3202405_42,Guarapari,Espírito Santo,ES,2019-12-11,2019-12-11,Oleo Nao Observado,NA,1,-20.67321666666667,-40.494952777777776
2607604,Praia de Jaguaribe,2607604_1,Ilha de Itamaracá,Pernambuco,PE,2019-10-24,2019-12-08,Oleo Nao Observado,NA,1,-7.732733333333333,-34.825175
2925303,Paraíso dos Pataxós,2925303_55,Porto Seguro,Bahia,BA,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-16.404605555555555,-39.04443055555555
2607604,Pontal do Jaguaribe,2607604_2,Ilha de Itamaracá,Pernambuco,PE,2019-10-25,2019-11-16,Oleo Nao Observado,NA,1,-7.7251,-34.82844166666667
2925303,Paraíso dos Pataxós,2925303_51,Porto Seguro,Bahia,BA,2019-11-21,2019-11-21,Oleada - Vestigios / Esparsos,NA,1,-16.378516666666666,-39.02090277777778
2925303,Costa do Descobrimeto,2925303_52,Porto Seguro,Bahia,BA,2019-12-01,2019-12-12,Oleo Nao Observado,NA,1,-16.382708333333333,-39.02899444444444
2925303,Taperapuã,2925303_53,Porto Seguro,Bahia,BA,2019-11-21,2019-12-12,Oleo Nao Observado,NA,1,-16.388944444444444,-39.03529555555556
2925303,Paraíso dos Pataxós,2925303_54,Porto Seguro,Bahia,BA,2019-11-21,2019-12-12,Oleo Nao Observado,NA,1,-16.39655833333333,-39.04042777777778
2925303,Paríso dos Pataxos,2925303_50,Porto Seguro,Bahia,BA,2019-12-02,2019-12-12,Oleo Nao Observado,NA,1,-16.376325,-39.01166944444444
2401404,Praia do Sagi,2401404_19,Baía Formosa,Rio Grande do Norte,RN,2019-11-08,2019-11-08,Oleada - Vestigios / Esparsos,NA,1,-6.4324972222222225,-34.97474722222223
3202405,Praia do Morro,3202405_39,Guarapari,Espírito Santo,ES,2019-12-13,2019-12-13,Oleo Nao Observado,14:19:37,1,-20.655052777777776,-40.47853888888889
2304459,Praia Pontal do Maceió,2304459_7,Fortim,Ceará,CE,2019-11-12,2019-12-14,Oleo Nao Observado,09:05:55,1,-4.400845555555556,-37.78236388888889
2304459,Praia Pontal do Maceió,2304459_8,Fortim,Ceará,CE,2019-11-16,2019-12-12,Oleo Nao Observado,NA,1,-4.402351666666667,-37.77378888888889
2302206,Praia da Barra de Sucatinga,2302206_20,Beberibe,Ceará,CE,2019-11-05,2019-11-22,Oleo Nao Observado,NA,1,-4.2225166666666665,-38.038244444444445
2700508,Praia da Tabuba,2700508_12,Barra de Santo Antônio,Alagoas,AL,2019-11-13,2019-11-26,Oleo Nao Observado,NA,1,-9.42103611111111,-35.50206277777778
2700508,Santa Luzia,2700508_13,Barra de Santo Antônio,Alagoas,AL,2019-11-26,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-9.435199444444445,-35.51098611111111
2913457,Praia do Contrato,2913457_9,Igrapiúna,Bahia,BA,2019-11-06,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-13.852952777777777,-39.00772777777778
2304459,Pontal de Maceió,2304459_1,Fortim,Ceará,CE,2019-09-28,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-4.422719444444445,-37.76550833333334
2512903,Barra do Rio Mamanguape,2512903_12,Rio Tinto,Paraíba,PB,2019-09-07,2019-12-03,Oleo Nao Observado,NA,1,-6.771908333333333,-34.92413333333333
2806602,Santo Amaro das Brotas,2806602_1,Santo Amaro das Brotas,Sergipe,SE,2019-11-22,2019-11-22,Oleada - Vestigios / Esparsos,NA,1,-10.84613888888889,-37.02513333333333
2614857,Praia da Boca da Barra,2614857_1,Tamandaré,Pernambuco,PE,2019-11-01,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-8.774980555555556,-35.10656388888889
2614857,Tamandaré,2614857_2,Tamandaré,Pernambuco,PE,2019-09-07,2019-10-28,Oleada - Vestigios / Esparsos,NA,1,-8.765730555555555,-35.104
2408201,Praia de Malembá,2408201_21,Nísia Floresta,Rio Grande do Norte,RN,2019-11-10,2019-12-10,Oleada - Vestigios / Esparsos,NA,1,-6.131916666666666,-35.097883333333336
2932705,Praia Pé de Serra,2932705_8,Uruçuca,Bahia,BA,2019-11-12,2019-12-13,Oleada - Vestigios / Esparsos,NA,1,-14.488944444444444,-39.03286388888889
