name,município,data_avist,estado,latitude,longitude,data_revis,status,geocodigo
Praia de São Miguel,Ilhéus,2019-10-26,Bahia,-14.7577083333333,-39.0602972222222,2019-11-04,Óleo - Não Observado,2913606
Praia da Coroinha,Itacaré,2019-11-01,Bahia,-14.2766555555556,-38.9957777777778,2019-11-08,Óleo - Não Observado,2914901
Praia do Pontal,Itacaré,2019-11-01,Bahia,-14.2706083333333,-38.9933055555556,NA,Oleada - Vestígios/Esparsos,2914901
Itacaré,Itacaré,2019-10-19,Bahia,-14.3828777777778,-39.0099944444444,2019-10-28,Oleada - Manchas,2914901
Arandi-Algodões,Maraú,2019-10-29,Bahia,-14.0697444444444,-38.9556611111111,2019-11-08,Oleada - Vestígios/Esparsos,2920700
Barra Grande,Maraú,2019-10-18,Bahia,-13.8815833333333,-38.9435611111111,2019-11-03,Oleada - Vestígios/Esparsos,2920700
Ponta da Folha,Maraú,2019-10-31,Bahia,-14.1386666666667,-38.9753388888889,NA,Oleada - Vestígios/Esparsos,2920700
Praia do Casssange,Maraú,2019-11-01,Bahia,-13.9995111111111,-38.9442388888889,NA,Oleada - Vestígios/Esparsos,2920700
Ponta do Contrato,Igrapiúna,2019-11-06,Bahia,-13.8444555555556,-39.0377,2019-11-06,Oleada - Vestígios/Esparsos,2913457
Ponta do Contrato,Igrapiúna,2019-11-06,Bahia,-13.8529527777778,-39.0077277777778,2019-11-06,Oleada - Vestígios/Esparsos,2913457
Ponta do Contrato,Igrapiúna,2019-10-29,Bahia,-13.81075,-39.056275,NA,Oleada - Manchas,2913457
Barra de Serinhaém,Ituberá,2019-11-07,Bahia,-13.8406666666667,-39.009375,2019-11-07,Oleada - Vestígios/Esparsos,2917300
Praia de Pratigi,Ituberá,2019-11-05,Bahia,-13.7817861111111,-39.0007666666667,2019-11-07,Oleada - Vestígios/Esparsos,2917300
Sirinhaém,Ituberá,2019-10-26,Bahia,-13.7900722222222,-38.9980694444444,2019-11-03,Oleada - Vestígios/Esparsos,2917300
Primeira Praia,Cairu,2019-11-08,Bahia,-13.3789527777778,-38.9119333333333,2019-11-08,Oleada - Vestígios/Esparsos,2905404
Quarta Praia,Cairu,2019-11-06,Bahia,-13.4095333333333,-38.9047277777778,2019-11-07,Oleada - Vestígios/Esparsos,2905404
Quarta Praia,Cairu,2019-11-03,Bahia,-13.3949888888889,-38.9071222222222,2019-11-07,Oleada - Vestígios/Esparsos,2905404
Terceira Praia,Cairu,2019-11-07,Bahia,-13.3862361111111,-38.9045888888889,2019-11-07,Oleada - Vestígios/Esparsos,2905404
Morro de São Paulo (terceira praia),Cairu,2019-10-21,Bahia,-13.3808138888889,-38.9050083333333,2019-11-07,Oleada - Vestígios/Esparsos,2905404
Praia de Cueira,Cairu,2019-10-28,Bahia,-13.5952305555556,-38.9080277777778,2019-11-02,Oleada - Vestígios/Esparsos,2905404
Garapuá,Cairu,2019-10-22,Bahia,-13.4832861111111,-38.9177805555556,NA,Oleada - Vestígios/Esparsos,2905404
Praia do Pontal,Cairu,2019-10-27,Bahia,-13.5779916666667,-38.9282055555556,NA,Oleada - Vestígios/Esparsos,2905404
Quinta Praia (Praia do Encanto),Cairu,2019-11-05,Bahia,-13.4359833333333,-38.9011194444444,2019-11-05,Oleada - Vestígios/Esparsos,2905404
Praia de Guaibim,Valença,2019-10-24,Bahia,-13.2867166666667,-38.9634777777778,2019-11-06,Oleada - Vestígios/Esparsos,2932903
Praia de Guaibim,Valença,2019-11-07,Bahia,-13.3226583333333,-38.9676833333333,2019-11-07,Oleada - Vestígios/Esparsos,2932903
Bom Despacho,Itaparica,2019-10-18,Bahia,-12.9076361111111,-38.6301861111111,2019-11-08,Óleo - Não Observado,2916104
Praia da Armação,Salvador,2019-10-24,Bahia,-12.9894861111111,-38.4356583333333,2019-11-08,Óleo - Não Observado,2927408
Praia do Corsário,Salvador,2019-10-11,Bahia,-12.9692416666667,-38.4068138888889,2019-11-08,Óleo - Não Observado,2927408
Praia de Piatã,Salvador,2019-11-06,Bahia,-12.9591055555556,-38.3917277777778,2019-11-07,Oleada - Vestígios/Esparsos,2927408
Praia dos Artistas,Salvador,2019-10-11,Bahia,-12.9742472222222,-38.4142944444444,2019-11-06,Óleo - Não Observado,2927408
Praia de Guaiu,Belmonte,2019-11-01,Bahia,-16.0843194444444,-38.9465277777778,2019-11-04,Oleada - Vestígios/Esparsos,2903409
Várzea do Una,São José da Coroa Grande,2019-10-28,Pernambuco,-8.84556388888889,-35.1366277777778,2019-11-04,Óleo - Não Observado,2613404
São José da Coroa Grande,São José da Coroa Grande,2019-09-25,Pernambuco,-8.87045555555556,-35.1323777777778,2019-11-03,Oleada - Vestígios/Esparsos,2613404
Praia do Porto,Barreiros,2019-10-29,Pernambuco,-8.81081944444444,-35.12105,2019-11-01,Oleada - Vestígios/Esparsos,2601409
Ponta das Ilhotas,Tamandaré,2019-10-18,Pernambuco,-8.78363333333333,-35.1040277777778,2019-11-08,Oleada - Vestígios/Esparsos,2614857
Praia da Boca da Barra,Tamandaré,2019-11-01,Pernambuco,-8.77498055555555,-35.1065638888889,2019-11-06,Oleada - Vestígios/Esparsos,2614857
Carneiros,Tamandaré,2019-09-03,Pernambuco,-8.70639722222222,-35.0794166666667,2019-11-07,Oleada - Vestígios/Esparsos,2614857
Tamandaré,Tamandaré,2019-09-07,Pernambuco,-8.76573055555555,-35.104,2019-10-28,Oleada - Vestígios/Esparsos,2614857
Praia de Guaiamum,Sirinhaém,2019-11-06,Pernambuco,-8.64398333333333,-35.0680888888889,2019-11-06,Oleada - Vestígios/Esparsos,2614204
Ponta da Gameleira,Sirinhaém,2019-10-18,Pernambuco,-8.6701,-35.0701388888889,2019-11-06,Oleada - Vestígios/Esparsos,2614204
Praia da Barra de Sirinhaém,Sirinhaém,2019-10-25,Pernambuco,-8.61985277777778,-35.0554166666667,2019-11-04,Óleo - Não Observado,2614204
Praia da Barra de Sirinhaém,Sirinhaém,2019-11-06,Pernambuco,-8.62718611111111,-35.0593416666667,2019-11-06,Oleada - Vestígios/Esparsos,2614204
Praia do Pontal de Maracaípe,Ipojuca,2019-10-28,Pernambuco,-8.52775,-35.006625,2019-11-08,Óleo - Não Observado,2607208
Praia de Porto de Galinhas,Ipojuca,2019-11-04,Pernambuco,-8.50099722222222,-35.0013944444444,2019-11-08,Óleo - Não Observado,2607208
Praia do Cupe,Ipojuca,2019-10-29,Pernambuco,-8.451375,-34.9842222222222,2019-11-07,Oleada - Vestígios/Esparsos,2607208
Ilha do Francês/Suape,Ipojuca,2019-10-31,Pernambuco,-8.37680555555556,-34.9573472222222,NA,Oleada - Vestígios/Esparsos,2607208
Praia de Muro Alto,Ipojuca,2019-11-04,Pernambuco,-8.43485,-34.9782722222222,2019-11-04,Oleada - Vestígios/Esparsos,2607208
Praia de Cambôa,Ipojuca,2019-11-04,Pernambuco,-8.48261111111111,-34.9975333333333,2019-11-04,Oleada - Vestígios/Esparsos,2607208
Praia de Muro Alto,Ipojuca,2019-10-25,Pernambuco,-8.41820277777778,-34.9718111111111,2019-11-02,Óleo - Não Observado,2607208
Praia de Gamboa,Ipojuca,2019-09-02,Pernambuco,-8.47556111111111,-34.9937083333333,NA,Oleada - Vestígios/Esparsos,2607208
Praia de Nossa Senhora do Ó,Ipojuca,2019-09-02,Pernambuco,-8.44189444444445,-34.9809166666667,2019-10-28,Oleada - Vestígios/Esparsos,2607208
Porto de Galinhas,Ipojuca,2019-09-02,Pernambuco,-8.51053055555556,-35.0007027777778,2019-10-31,Oleada - Vestígios/Esparsos,2607208
Praia da Enseada dos Corais,Cabo de Santo Agostinho,2019-10-24,Pernambuco,-8.31661666666667,-34.9481361111111,2019-11-07,Oleada - Vestígios/Esparsos,2602902
Praia de Itapuama,Cabo de Santo Agostinho,2019-10-24,Pernambuco,-8.29287777777778,-34.9518555555556,2019-11-08,Oleada - Vestígios/Esparsos,2602902
Praia de Gaibu,Cabo de Santo Agostinho,2019-10-24,Pernambuco,-8.33524166666667,-34.9491444444444,2019-11-05,Oleada - Vestígios/Esparsos,2602902
Praia do Paiva,Cabo de Santo Agostinho,2019-09-04,Pernambuco,-8.25800555555556,-34.9427138888889,2019-11-05,Oleada - Vestígios/Esparsos,2602902
Suape,Cabo de Santo Agostinho,2019-09-02,Pernambuco,-8.36040555555556,-34.9586583333333,2019-11-03,Oleada - Vestígios/Esparsos,2602902
Praia da Barra da Jangada,Jaboatão dos Guararapes,2019-11-04,Pernambuco,-8.22107222222222,-34.923,2019-11-04,Oleada - Vestígios/Esparsos,2607901
Barra da Jangada,Jaboatão dos Guararapes,2019-10-24,Pernambuco,-8.21329444444445,-34.9188055555556,2019-10-31,Óleo - Não Observado,2607901
Piedade,Jaboatão dos Guararapes,2019-09-03,Pernambuco,-8.17760833333333,-34.9159527777778,2019-11-02,Óleo - Não Observado,2607901
Candeias,Jaboatão dos Guararapes,2019-09-03,Pernambuco,-8.1948,-34.9179166666667,2019-10-30,Oleada - Vestígios/Esparsos,2607901
Boa Viagem,Recife,2019-09-03,Pernambuco,-8.14396666666667,-34.9042527777778,2019-11-02,Óleo - Não Observado,2611606
Praia de Jaguaribe,Ilha de Itamaracá,2019-10-24,Pernambuco,-7.73273333333333,-34.825175,2019-11-08,Óleo - Não Observado,2607604
Praia de Quatro Cantos,Ilha de Itamaracá,2019-10-25,Pernambuco,-7.74159722222222,-34.8238833333333,2019-10-31,Óleo - Não Observado,2607604
Praia do Sossego,Ilha de Itamaracá,2019-10-28,Pernambuco,-7.70905277777778,-34.8334555555556,2019-11-05,Óleo - Não Observado,2607604
Pontal do Jaguaribe,Ilha de Itamaracá,2019-10-25,Pernambuco,-7.72510277777778,-34.8284444444444,2019-10-31,Óleo - Não Observado,2607604
Praia Ponta de Pedras,Goiana,2019-09-07,Pernambuco,-7.63277777777778,-34.8114888888889,2019-11-07,Óleo - Não Observado,2606200
Praia de Dell Chifre,Olinda,2019-09-02,Pernambuco,-8.02763055555556,-34.8579611111111,2019-10-27,Óleo - Não Observado,2609600
Pau Amarelo,Paulista,2019-09-02,Pernambuco,-7.93705,-34.8229972222222,2019-11-08,Óleo - Não Observado,2610707
Praia do Janga,Paulista,2019-09-02,Pernambuco,-7.92815555555556,-34.8206444444444,2019-11-08,Óleo - Não Observado,2610707
Conceição,Paulista,2019-09-02,Pernambuco,-7.87654722222222,-34.8308611111111,2019-10-30,Oleada - Vestígios/Esparsos,2610707
Maria Farinha,Paulista,2019-09-02,Pernambuco,-7.85920277777778,-34.8345666666667,2019-10-31,Óleo - Não Observado,2610707
Nossa Senhora do Ó,Paulista,2019-10-27,Pernambuco,-7.89147777777778,-34.8234916666667,NA,Oleada - Vestígios/Esparsos,2610707
Praia do Sagi,Baía Formosa,2019-11-08,Rio Grande do Norte,-6.43249722222222,-34.97475,2019-11-08,Oleada - Vestígios/Esparsos,2401404
Baía Formosa,Baía Formosa,2019-09-07,Rio Grande do Norte,-6.36844722222222,-35.0019361111111,2019-11-08,Óleo - Não Observado,2401404
Sagi,Baía Formosa,2019-09-07,Rio Grande do Norte,-6.46665833333333,-34.971825,2019-11-07,Óleo - Não Observado,2401404
Praia do Pontal,Baía Formosa,2019-10-27,Rio Grande do Norte,-6.32182222222222,-35.0345166666667,NA,Oleada - Vestígios/Esparsos,2401404
Foz do Rio Catu,Canguaretama,2019-09-12,Rio Grande do Norte,-6.28943611111111,-35.0345805555556,2019-11-07,Óleo - Não Observado,2402204
Barra do Cunhaú,Canguaretama,2019-09-10,Rio Grande do Norte,-6.29619722222222,-35.0334277777778,2019-11-04,Óleo - Não Observado,2402204
Barra de Tabatinga,Nísia Floresta,2019-09-10,Rio Grande do Norte,-6.06106111111111,-35.096875,2019-11-08,Óleo - Não Observado,2408201
Praia de Búzios,Nísia Floresta,2019-09-11,Rio Grande do Norte,-6.01684722222222,-35.1083638888889,2019-11-08,Oleada - Vestígios/Esparsos,2408201
Praia de Malembá,Nísia Floresta,2019-11-05,Rio Grande do Norte,-6.14037777777778,-35.098725,2019-11-07,Óleo - Não Observado,2408201
Praia de Barra de Tabatinga,Nísia Floresta,2019-11-05,Rio Grande do Norte,-6.05604444444444,-35.0993694444444,2019-11-07,Oleada - Vestígios/Esparsos,2408201
Pirangi do Sul,Nísia Floresta,2019-09-11,Rio Grande do Norte,-5.98583333333333,-35.116525,2019-11-07,Oleada - Vestígios/Esparsos,2408201
Pirambúzios,Nísia Floresta,2019-09-10,Rio Grande do Norte,-5.993,-35.1127166666667,2019-11-07,Óleo - Não Observado,2408201
Camurupim,Nísia Floresta,2019-09-10,Rio Grande do Norte,-6.07726666666667,-35.1004416666667,2019-11-06,Óleo - Não Observado,2408201
Praia de Barreta,Nísia Floresta,2019-11-03,Rio Grande do Norte,-6.11279722222222,-35.1003555555556,2019-11-06,Óleo - Não Observado,2408201
Barreta,Nísia Floresta,2019-09-10,Rio Grande do Norte,-6.12183611111111,-35.0989111111111,2019-11-05,Óleo - Não Observado,2408201
Praia de Búzios,Nísia Floresta,2019-11-05,Rio Grande do Norte,-6.02651944444444,-35.1096805555556,2019-11-05,Oleada - Vestígios/Esparsos,2408201
Barra do Rio,Extremoz,2019-09-20,Rio Grande do Norte,-5.67770277777778,-35.2163944444444,2019-11-08,Óleo - Não Observado,2403608
Jenipabu,Extremoz,2019-09-20,Rio Grande do Norte,-5.69318055555556,-35.2057194444444,2019-11-08,Óleo - Não Observado,2403608
Praia de Jenipabu,Extremoz,2019-11-07,Rio Grande do Norte,-5.69507777777778,-35.1979305555556,2019-11-07,Oleada - Vestígios/Esparsos,2403608
Praia de Rendinha Nova,Extremoz,2019-10-23,Rio Grande do Norte,-5.71745,-35.2004833333333,2019-11-07,Óleo - Não Observado,2403608
Praia de Graçandu,Extremoz,2019-10-28,Rio Grande do Norte,-5.65090833333333,-35.2177972222222,2019-11-06,Óleo - Não Observado,2403608
Praia de Pitangui,Extremoz,2019-10-22,Rio Grande do Norte,-5.61863333333333,-35.2272805555556,2019-11-05,Óleo - Não Observado,2403608
Praia de Santa Rita,Extremoz,2019-09-20,Rio Grande do Norte,-5.70079166666667,-35.1933361111111,2019-11-05,Óleo - Não Observado,2403608
Praia de Porto Mirim,Ceará-Mirim,2019-10-27,Rio Grande do Norte,-5.56426388888889,-35.2386472222222,2019-11-08,Óleo - Não Observado,2402600
Jacumã,Ceará-Mirim,2019-09-11,Rio Grande do Norte,-5.58280277777778,-35.2263333333333,2019-11-08,Óleo - Não Observado,2402600
Praia de Barra de Maxaranguape,Maxaranguape,2019-10-21,Rio Grande do Norte,-5.51613611111111,-35.2575611111111,2019-11-08,Óleo - Não Observado,2407500
Praia de Caraúbas,Maxaranguape,2019-09-15,Rio Grande do Norte,-5.46127222222222,-35.28755,2019-11-08,Óleo - Não Observado,2407500
Maracajaú,Maxaranguape,2019-09-10,Rio Grande do Norte,-5.40803611111111,-35.3112055555556,2019-11-07,Óleo - Não Observado,2407500
Muriú,Maxaranguape,2019-09-12,Rio Grande do Norte,-5.51858611111111,-35.2508638888889,2019-11-03,Óleo - Não Observado,2407500
Cabo de São Roque,Maxaranguape,2019-09-14,Rio Grande do Norte,-5.49059166666667,-35.2605722222222,2019-11-05,Óleo - Não Observado,2407500
Ponta de Maracajaú,Maxaranguape,2019-09-17,Rio Grande do Norte,-5.42761388888889,-35.2963333333333,2019-11-03,Óleo - Não Observado,2407500
Praia de Zumbi,Rio do Fogo,2019-11-07,Rio Grande do Norte,-5.27098611111111,-35.3835194444444,2019-11-08,Óleo - Não Observado,2408953
Rio Punaú,Rio do Fogo,2019-09-11,Rio Grande do Norte,-5.34635833333333,-35.3593722222222,2019-10-09,Oleada - Vestígios/Esparsos,2408953
Praia de Zumbi,Rio do Fogo,2019-09-11,Rio Grande do Norte,-5.32008333333333,-35.36305,2019-11-06,Oleada - Vestígios/Esparsos,2408953
Perobas,Touros,2019-09-11,Rio Grande do Norte,-5.25523888888889,-35.3905416666667,2019-11-08,Óleo - Não Observado,2414407
Praia Carnaubinhas,Touros,2019-10-21,Rio Grande do Norte,-5.20156388888889,-35.4518361111111,2019-11-05,Óleo - Não Observado,2414407
Praia do Calcanhar,Touros,2019-09-14,Rio Grande do Norte,-5.16239444444444,-35.4851555555556,2019-10-27,Óleo - Não Observado,2414407
Praia de Touros,Touros,2019-09-14,Rio Grande do Norte,-5.19062222222222,-35.4633222222222,2019-11-03,Óleo - Não Observado,2414407
Foz do Rio Pirangi/Pium,Parnamirim,2019-09-11,Rio Grande do Norte,-5.98033333333333,-35.1218361111111,2019-11-08,Óleo - Não Observado,2403251
Pirangi do Norte,Parnamirim,2019-09-11,Rio Grande do Norte,-5.97274722222222,-35.1263194444444,2019-11-08,Óleo - Não Observado,2403251
Barreira do Inferno,Parnamirim,2019-09-11,Rio Grande do Norte,-5.93612777777778,-35.1545055555556,2019-09-23,Óleo - Não Observado,2403251
Cotolelo,Parnamirim,2019-09-11,Rio Grande do Norte,-5.96209444444444,-35.147675,2019-11-05,Óleo - Não Observado,2403251
Pipa,Tibau do Sul,2019-09-10,Rio Grande do Norte,-6.22779444444444,-35.0511444444444,2019-11-07,Óleo - Não Observado,2414209
Praia do Giz,Tibau do Sul,2019-09-10,Rio Grande do Norte,-6.18440277777778,-35.0890638888889,2019-11-07,Óleo - Não Observado,2414209
Praia do Madeiro,Tibau do Sul,2019-10-28,Rio Grande do Norte,-6.22298611111111,-35.0670611111111,2019-11-05,Oleada - Vestígios/Esparsos,2414209
Praia do Amor,Tibau do Sul,2019-09-10,Rio Grande do Norte,-6.22902777777778,-35.0428527777778,2019-11-06,Óleo - Não Observado,2414209
Praia de Cacimbinhas,Tibau do Sul,2019-10-24,Rio Grande do Norte,-6.20447222222222,-35.0809,2019-10-28,Oleada - Vestígios/Esparsos,2414209
Pirambu,Tibau do Sul,2019-09-10,Rio Grande do Norte,-6.18756388888889,-35.0850444444444,2019-10-02,Oleada - Vestígios/Esparsos,2414209
Sibaúma/Das Minas,Tibau do Sul,2019-09-11,Rio Grande do Norte,-6.26163611111111,-35.0379583333333,2019-11-04,Oleada - Vestígios/Esparsos,2414209
Praia de Malembá,Senador Georgino Avelino,2019-11-01,Rio Grande do Norte,-6.17507777777778,-35.0961777777778,2019-11-07,Óleo - Não Observado,2413201
Lagoa Guaraíras,Senador Georgino Avelino,2019-10-30,Rio Grande do Norte,-6.18109722222222,-35.0924694444444,2019-11-07,Óleo - Não Observado,2413201
Praia do Gado Bravo,Tibau,2019-10-25,Rio Grande do Norte,-4.88007222222222,-37.2234638888889,2019-10-29,Oleada - Vestígios/Esparsos,2411056
Redinha,Natal,2019-09-20,Rio Grande do Norte,-5.75365,-35.2002805555556,2019-11-07,Oleada - Vestígios/Esparsos,2408102
Praia do Forte,Natal,2019-09-17,Rio Grande do Norte,-5.76593333333333,-35.1947222222222,2019-11-07,Óleo - Não Observado,2408102
Via Costeira,Natal,2019-09-07,Rio Grande do Norte,-5.81073333333333,-35.1825722222222,2019-11-08,Óleo - Não Observado,2408102
Praia de Areia Preta,Natal,2019-09-17,Rio Grande do Norte,-5.790675,-35.1872527777778,2019-11-08,Óleo - Não Observado,2408102
Ponta Negra,Natal,2019-09-14,Rio Grande do Norte,-5.87629722222222,-35.1758638888889,2019-11-03,Óleo - Não Observado,2408102
Praia de Alagamar,Natal,2019-09-24,Rio Grande do Norte,-5.89133611111111,-35.1541722222222,2019-09-24,Oleada - Vestígios/Esparsos,2408102
Praia do Barro Vermelho,Paulino Neves,2019-09-21,Maranhão,-2.65156111111111,-42.6110805555556,2019-09-28,Óleo - Não Observado,2108058
Praia dos Lençóis Maranhenses,Santo Amaro do Maranhão,2019-11-06,Maranhão,-2.40227222222222,-43.143536111111104,2019-11-07,Óleo - Não Observado,2110278
Santo Amaro do Maranhão,Santo Amaro do Maranhão,2019-09-25,Maranhão,-2.34097222222222,-43.3494972222222,2019-10-20,Oleada - Vestígios/Esparsos,2110278
Travosa,Santo Amaro do Maranhão,2019-09-25,Maranhão,-2.405575,-43.1349194444444,2019-11-03,Óleo - Não Observado,2110278
Av. Litorânea,São Luís,2019-09-26,Maranhão,-2.47782777777778,-44.2430416666667,2019-11-03,Óleo - Não Observado,2111300
Atins,Barreirinhas,2019-09-20,Maranhão,-2.56662222222222,-42.7495444444444,2019-09-28,Óleo - Não Observado,2101707
Praia Canto do Atins,Barreirinhas,2019-09-22,Maranhão,-2.54468333333333,-42.8296055555556,2019-09-28,Óleo - Não Observado,2101707
Ilha do Livramento,Alcântara,2019-09-25,Maranhão,-2.41785,-44.4224361111111,2019-10-17,Óleo - Não Observado,2100204
Praia de Itatinga,Alcântara,2019-09-22,Maranhão,-2.41160555555556,-44.3939472222222,2019-10-17,Óleo - Não Observado,2100204
Praia da Mamuna,Alcântara,2019-09-25,Maranhão,-2.26211666666667,-44.3859694444444,2019-11-06,Óleo - Não Observado,2100204
Foz do Rio São Francisco,Piaçabuçu,2019-10-09,Alagoas,-10.4942111111111,-36.392925,2019-11-06,Oleada - Vestígios/Esparsos,2706802
Praia do Mar Moreno,Belmonte,2019-11-02,Bahia,-15.8554694444444,-38.8579444444444,2019-11-02,Óleo - Não Observado,2903409
Praia de Barra Velha,Belmonte,2019-10-29,Bahia,-15.8160722222222,-38.8700805555556,2019-11-06,Oleada - Vestígios/Esparsos,2903409
Praia de Mogiquiçaba,Belmonte,2019-11-04,Bahia,-16.0897638888889,-38.9499111111111,2019-11-05,Óleo - Não Observado,2903409
Praia Caueira,Itaporanga D'ajuda,2019-11-07,Sergipe,-11.2839944444444,-37.2567083333333,2019-11-07,Oleada - Vestígios/Esparsos,2803203
Praia Caueira,Itaporanga D'ajuda,2019-11-07,Sergipe,-11.2135416666667,-37.1985527777778,2019-11-07,Oleada - Vestígios/Esparsos,2803203
Ilha dos Poldros,Araioses,2019-09-16,Maranhão,-2.72313888888889,-41.8551222222222,2019-10-30,Oleada - Manchas,2100907
Praia Caueira,Itaporanga D'ajuda,2019-11-04,Sergipe,-11.20775,-37.1925888888889,2019-11-04,Óleo - Não Observado,2803203
Ilha dos Poldros,Araioses,2019-09-20,Maranhão,-2.73817222222222,-41.7952666666667,2019-09-28,Óleo - Não Observado,2100907
Pedra do Sal,Salvador,2019-10-16,Bahia,-12.9531138888889,-38.346675,2019-11-06,Óleo - Não Observado,2927408
Coqueirinho,Itaporanga D'ajuda,2019-10-30,Sergipe,-11.1798472222222,-37.1661472222222,2019-10-31,Oleada - Vestígios/Esparsos,2803203
Caueira,Itaporanga D'ajuda,2019-10-03,Sergipe,-11.2201277777778,-37.2044638888889,2019-11-08,Oleada - Vestígios/Esparsos,2803203
Ondina,Salvador,2019-10-19,Bahia,-13.0112472222222,-38.5141972222222,2019-11-07,Óleo - Não Observado,2927408
Ilha Caçacueira,Cururupu,2019-10-10,Maranhão,-1.48079722222222,-44.746075,2019-11-02,Óleo - Não Observado,2103703
Rio Vermelho,Salvador,2019-10-17,Bahia,-13.0140916666667,-38.4917527777778,2019-11-07,Óleo - Não Observado,2927408
Praia Jardim dos Namorados,Salvador,2019-10-16,Bahia,-13.0046638888889,-38.4522194444444,2019-11-07,Óleo - Não Observado,2927408
Ilha da Costinha,Brejo Grande,2019-11-05,Sergipe,-10.5191722222222,-36.440275,2019-11-05,Oleada - Vestígios/Esparsos,2800704
Pontas dos Mangues,Pacatuba,2019-11-07,Sergipe,-10.5810333333333,-36.6019166666667,2019-11-07,Oleada - Vestígios/Esparsos,2804904
Praia de Ponta dos Mangues,Pacatuba,2019-09-24,Sergipe,-10.5746222222222,-36.5847,2019-11-03,Oleada - Vestígios/Esparsos,2804904
Praia do Saco (2),Estância,2019-11-02,Sergipe,-11.4254444444444,-37.3175694444444,2019-11-07,Oleada - Vestígios/Esparsos,2802106
Praia do Saco,Estância,2019-11-07,Sergipe,-11.3477666666667,-37.293125,2019-11-07,Oleada - Vestígios/Esparsos,2802106
Dunas (sul),Estância,2019-11-04,Sergipe,-11.3988111111111,-37.3117444444444,2019-11-04,Oleada - Vestígios/Esparsos,2802106
Praia do Saco (1),Estância,2019-09-03,Sergipe,-11.3905305555556,-37.3094888888889,2019-11-04,Óleo - Não Observado,2802106
Dunas (norte),Estância,2019-11-04,Sergipe,-11.3314833333333,-37.2839583333333,2019-11-07,Oleada - Vestígios/Esparsos,2802106
Abais,Estância,2019-09-03,Sergipe,-11.307175,-37.2718805555556,2019-11-02,Oleada - Vestígios/Esparsos,2802106
Praia de Guaibim,Valença,2019-11-05,Bahia,-13.26785,-38.9585861111111,2019-11-05,Oleada - Manchas,2932903
Praia de Moreré,Cairu,2019-10-28,Bahia,-13.5932027777778,-38.9011638888889,2019-11-01,Oleada - Vestígios/Esparsos,2905404
Praia de Bainema,Cairu,2019-10-25,Bahia,-13.6188166666667,-38.9048222222222,2019-11-01,Oleada - Vestígios/Esparsos,2905404
Barra dos Carvalhos,Nilo Peçanha,2019-10-25,Bahia,-13.6909027777778,-38.9661583333333,NA,Oleada - Vestígios/Esparsos,2922607
Moreré,Cairu,2019-11-02,Bahia,-13.64915,-38.8924055555556,NA,Oleada - Vestígios/Esparsos,2905404
Praia da Ponta dos Castelhanos,Cairu,2019-10-31,Bahia,-13.6603944444444,-38.8963277777778,NA,Oleada - Vestígios/Esparsos,2905404
Ilha de Santa Bárbara,Caravelas,2019-11-02,Bahia,-17.9627722222222,-38.6945472222222,2019-11-05,Oleada - Vestígios/Esparsos,2906907
Jardim de Alah,Salvador,2019-10-16,Bahia,-13.0001972222222,-38.4470777777778,2019-11-08,Óleo - Não Observado,2927408
Ilha Redonda (abrolhos),Caravelas,2019-11-04,Bahia,-17.9679916666667,-38.7111916666667,2019-11-04,Oleada - Vestígios/Esparsos,2906907
Pituba,Salvador,2019-10-16,Bahia,-13.011,-38.4652138888889,2019-11-08,Óleo - Não Observado,2927408
Praia da Ponta da Baleia,Caravelas,2019-11-01,Bahia,-17.7051277777778,-39.1509333333333,NA,Oleada - Vestígios/Esparsos,2906907
Praia do Grauçá,Caravelas,2019-11-03,Bahia,-17.7345777777778,-39.1858833333333,2019-11-04,Oleada - Vestígios/Esparsos,2906907
Praia de Ipitanga,Salvador,2019-10-21,Bahia,-12.9167638888889,-38.3091361111111,2019-11-07,Óleo - Não Observado,2927408
Praia de Stella Maris,Salvador,2019-11-01,Bahia,-12.9365916666667,-38.3264444444444,2019-11-07,Óleo - Não Observado,2927408
Amaralina,Salvador,2019-10-17,Bahia,-13.0149,-38.4711944444444,2019-11-08,Óleo - Não Observado,2927408
Praia da Paciência,Salvador,2019-10-17,Bahia,-13.0122861111111,-38.4993111111111,2019-11-08,Óleo - Não Observado,2927408
Praia Formosa,Cabedelo,2019-09-01,Paraíba,-6.96818333333333,-34.8298111111111,2019-11-08,Óleo - Não Observado,2503209
Praia do Garcez,Jaguaripe,2019-10-24,Bahia,-13.2140194444444,-38.9106805555556,2019-11-07,Oleada - Vestígios/Esparsos,2917805
Praia Berlinque,Vera Cruz,2019-11-02,Bahia,-13.1221444444444,-38.7678611111111,2019-11-06,Óleo - Não Observado,2933208
Praia Vilas do Atlântico,Lauro de Freitas,2019-10-11,Bahia,-12.895525,-38.2922444444444,2019-10-16,Óleo - Não Observado,2919207
Praia de Campina,Cabedelo,2019-11-06,Paraíba,-7.03825833333333,-34.8366666666667,2019-11-06,Oleada - Vestígios/Esparsos,2503209
Caixa Prego,Vera Cruz,2019-10-18,Bahia,-13.1295722222222,-38.7857722222222,2019-11-08,Óleo - Não Observado,2933208
Praia de Jaburu,Vera Cruz,2019-10-17,Bahia,-12.9601833333333,-38.6051694444444,2019-11-04,Óleo - Não Observado,2933208
Praia de Barra Grande,Vera Cruz,2019-10-19,Bahia,-13.0440194444444,-38.6785166666667,2019-11-08,Óleo - Não Observado,2933208
