geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,latitude,longitude
2614204,Praia da Barra de Sirinhaém,2614204_1,Sirinhaém,Pernambuco,PE,2019-10-25,2019-11-10,Óleo - Não Observado,-8.61953611111111,-35.0551777777778
2925501,Praia de Guaratiba,2925501_29,Prado,Bahia,BA,2019-11-04,2019-11-10,Oleada - Vestígios/Esparsos,-17.4141,-39.2014416666667
2925501,Praia de Corumbau,2925501_28,Prado,Bahia,BA,2019-11-01,2019-11-04,Oleada - Vestígios/Esparsos,-16.9363166666667,-39.1483611111111
2306553,Praia de Almofala,2306553_16,Itarema,Ceará,CE,2019-11-05,2019-11-10,Óleo - Não Observado,-2.92882777777778,-39.8259361111111
2800605,Atalaia Nova,2800605_29,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-09,Oleada - Vestígios/Esparsos,-10.9495583333333,-37.0261027777778
2403608,Praia de Graçandu,2403608_6,Extremoz,Rio Grande do Norte,RN,2019-10-28,2019-11-06,Óleo - Não Observado,-5.651,-35.2176388888889
2403608,Praia de Rendinha Nova,2403608_5,Extremoz,Rio Grande do Norte,RN,2019-10-23,2019-11-09,Óleo - Não Observado,-5.71706666666667,-35.2000638888889
2932705,Praia do cemitério,2932705_5,Uruçuca,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-14.46385,-39.0260055555556
2920700,Praia de Piracanga,2920700_12,Maraú,Bahia,BA,2019-10-31,2019-11-02,Oleada - Vestígios/Esparsos,-14.2077777777778,-38.9912611111111
2920700,Praia de Aibim,2920700_11,Maraú,Bahia,BA,2019-11-04,2019-11-04,Oleada - Vestígios/Esparsos,-14.1654083333333,-38.979025
2932705,Praia Pé de Serra,2932705_7,Uruçuca,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-14.4798888888889,-39.0312416666667
2611606,Boa Viagem,2611606_1,Recife,Pernambuco,PE,2019-09-03,2019-11-02,Óleo - Não Observado,-8.14326111111111,-34.9039527777778
2920700,Praia de Saquaíra,2920700_14,Maraú,Bahia,BA,2019-10-24,2019-11-03,Oleada - Vestígios/Esparsos,-14.0174694444444,-38.9442777777778
2920700,Panelas,2920700_13,Maraú,Bahia,BA,2019-10-31,NA,Oleada - Vestígios/Esparsos,-13.9647111111111,-38.9344555555556
2925501,Praia da Barra (Novo Prado),2925501_1,Prado,Bahia,BA,2019-11-04,2019-11-04,Oleada - Manchas,-17.3351722222222,-39.2178111111111
2906303,Praia de Atalaia (Barra Sul de Canavieiras),2906303_38,Canavieiras,Bahia,BA,2019-11-05,2019-11-05,Oleada - Vestígios/Esparsos,-15.6878611111111,-38.9292722222222
2920700,Taipu de Fora,2920700_15,Maraú,Bahia,BA,2019-10-20,2019-11-11,Oleada - Vestígios/Esparsos,-13.9384361111111,-38.9286333333333
2207702,Pedra do Sal,2207702_1,Parnaíba,Piauí,PI,2019-09-30,2019-11-08,Óleo - Não Observado,-2.80688888888889,-41.7264638888889
2302057,Praia da Lama,2302057_26,Barroquinha,Ceará,CE,2019-09-28,2019-10-24,Óleo - Não Observado,-2.93878611111111,-41.321175
2923001,Costa do Atlântico,2923001_33,Nova Viçosa,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-17.9946277777778,-39.4890527777778
2906303,Praia da Costa,2906303_36,Canavieiras,Bahia,BA,2019-11-07,2019-11-10,Oleada - Vestígios/Esparsos,-15.6610805555556,-38.9360527777778
2207702,Praia do Pontal,2207702_2,Parnaíba,Piauí,PI,2019-10-29,2019-10-31,Oleada - Vestígios/Esparsos,-2.77083055555556,-41.7768527777778
2919207,Praia Vilas do Atlântico,2919207_1,Lauro de Freitas,Bahia,BA,2019-10-11,2019-10-16,Óleo - Não Observado,-12.8954944444444,-38.2922861111111
2607208,Praia de Muro Alto,2607208_8,Ipojuca,Pernambuco,PE,2019-10-25,2019-11-10,Óleo - Não Observado,-8.41706944444444,-34.9716805555556
2925501,Praia de Cumuruxatiba,2925501_15,Prado,Bahia,BA,2019-11-08,2019-11-10,Oleada - Vestígios/Esparsos,-17.0569888888889,-39.17205
2304400,Praia do Futuro,2304400_32,Fortaleza,Ceará,CE,2019-10-06,2019-11-04,Óleo - Não Observado,-3.74661388888889,-38.4467916666667
2607208,Suape,2607208_7,Ipojuca,Pernambuco,PE,2019-09-02,2019-11-03,Oleada - Vestígios/Esparsos,-8.36125555555556,-34.9588527777778
2607208,Praia do Cupe,2607208_9,Ipojuca,Pernambuco,PE,2019-10-29,2019-11-07,Oleada - Vestígios/Esparsos,-8.45210833333333,-34.9841388888889
2913606,Praia de Cururupe,2913606_62,Ilhéus,Bahia,BA,2019-10-27,2019-11-10,Oleada - Vestígios/Esparsos,-14.8912722222222,-39.0231777777778
2913606,Praia de Cururupe,2913606_64,Ilhéus,Bahia,BA,2019-11-08,2019-11-08,Oleada - Vestígios/Esparsos,-14.9186527777778,-39.0199527777778
2602902,Praia da Enseada dos Corais,2602902_2,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-10,Oleada - Vestígios/Esparsos,-8.31688888888889,-34.9480916666667
2602902,Praia de Itapuama,2602902_1,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-10,Oleada - Vestígios/Esparsos,-8.29414444444444,-34.95195
2602902,Praia do Paiva,2602902_4,Cabo de Santo Agostinho,Pernambuco,PE,2019-09-04,2019-11-10,Oleada - Vestígios/Esparsos,-8.25905277777778,-34.9434444444444
2602902,Praia de Gaibu,2602902_3,Cabo de Santo Agostinho,Pernambuco,PE,2019-10-24,2019-11-05,Oleada - Vestígios/Esparsos,-8.33467222222222,-34.9492277777778
2307254,Malhada,2307254_1,Jijoca de Jericoacoara,Ceará,CE,2019-09-26,2019-10-03,Óleo - Não Observado,-2.79111944444444,-40.5184638888889
2925501,Praia de Cumuruxatiba,2925501_40,Prado,Bahia,BA,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-17.0303638888889,-39.1723833333333
2933208,Praia de Barra Grande,2933208_13,Vera Cruz,Bahia,BA,2019-10-19,2019-11-10,Óleo - Não Observado,-13.0442083333333,-38.6787194444444
2933208,Praia de Jaburu,2933208_12,Vera Cruz,Bahia,BA,2019-10-17,2019-11-04,Óleo - Não Observado,-12.9601833333333,-38.6051694444444
2925501,Praia de Cumuruxatiba,2925501_42,Prado,Bahia,BA,2019-11-08,2019-11-10,Oleada - Vestígios/Esparsos,-17.0622583333333,-39.167875
2706802,Praia de Pontal do Peba,2706802_4,Piaçabuçu,Alagoas,AL,2019-11-11,2019-11-11,Oleada - Vestígios/Esparsos,-10.3530055555556,-36.2955527777778
2706802,Piaçabuçu,2706802_3,Piaçabuçu,Alagoas,AL,2019-10-01,2019-11-08,Oleada - Vestígios/Esparsos,-10.4402444444444,-36.3549666666667
2706802,Praia do Pontal do Peba (norte),2706802_2,Piaçabuçu,Alagoas,AL,2019-10-05,2019-11-10,Oleada - Vestígios/Esparsos,-10.3459805555556,-36.3012666666667
2706802,Praia de Pontal do Peba (sul),2706802_1,Piaçabuçu,Alagoas,AL,2019-11-04,2019-11-07,Óleo - Não Observado,-10.3595111111111,-36.2988333333333
2301000,Praia da Prainha,2301000_24,Aquiraz,Ceará,CE,2019-09-10,2019-11-11,Óleo - Não Observado,-3.89936388888889,-38.3481055555556
2933208,Praia Berlinque,2933208_15,Vera Cruz,Bahia,BA,2019-11-02,2019-11-06,Óleo - Não Observado,-13.1222055555556,-38.7678416666667
2933208,Caixa Prego,2933208_14,Vera Cruz,Bahia,BA,2019-10-18,2019-11-11,Óleo - Não Observado,-13.1294416666667,-38.7857194444444
2913457,Praia do Contrato,2913457_9,Igrapiúna,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-13.8542694444444,-39.0068416666667
2700508,Barra do Santo Antônio,2700508_3,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-11-09,Oleada - Manchas,-9.42813888888889,-35.5064583333333
2700508,Ilha da Croa,2700508_2,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-10-30,Oleada - Vestígios/Esparsos,-9.38448611111111,-35.4924027777778
2804904,Praia de Ponta dos Mangues,2804904_1,Pacatuba,Sergipe,SE,2019-09-24,2019-11-03,Oleada - Vestígios/Esparsos,-10.5743805555556,-36.5846416666667
2700508,Barra do Rio Santo Antônio,2700508_4,Barra de Santo Antônio,Alagoas,AL,2019-10-13,2019-11-09,Óleo - Não Observado,-9.41111388888889,-35.4969361111111
2803203,Praia Caueira,2803203_18,Itaporanga D'ajuda,Sergipe,SE,2019-11-07,2019-11-10,Oleada - Vestígios/Esparsos,-11.2841055555556,-37.2568222222222
2700508,Barra de Santo Antônio,2700508_1,Barra de Santo Antônio,Alagoas,AL,2019-09-22,2019-11-09,Oleada - Vestígios/Esparsos,-9.34850555555555,-35.4641777777778
2913606,Praia de Olivença,2913606_18,Ilhéus,Bahia,BA,2019-11-07,2019-11-11,Oleada - Vestígios/Esparsos,-14.9434694444444,-39.0113333333333
2301109,Quixaba,2301109_3,Aracati,Ceará,CE,2019-10-14,2019-11-11,Óleo - Não Observado,-4.56885555555556,-37.6569388888889
2301109,Praia da Majorlândia,2301109_2,Aracati,Ceará,CE,2019-10-24,2019-11-11,Óleo - Não Observado,-4.55546666666667,-37.6690305555556
2310258,Lagoinha,2310258_14,Paraipaba,Ceará,CE,2019-10-01,2019-11-08,Oleada - Vestígios/Esparsos,-3.34711388888889,-39.1152555555556
