geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,latitude,longitude
2408201,Camurupim,2408201_2,Nísia Floresta,Rio Grande do Norte,RN,2019-09-10,2019-11-10,Óleo - Não Observado,-6.07744166666667,-35.1006194444444
2301109,Cumbe,2301109_4,Aracati,Ceará,CE,2019-10-26,2019-11-08,Óleo - Não Observado,-4.46678333333333,-37.7448444444444
2408201,Pirambúzios,2408201_1,Nísia Floresta,Rio Grande do Norte,RN,2019-09-10,2019-11-11,Óleo - Não Observado,-5.99260555555556,-35.1128611111111
2408201,Barra de Tabatinga,2408201_4,Nísia Floresta,Rio Grande do Norte,RN,2019-09-10,2019-11-11,Óleo - Não Observado,-6.06123611111111,-35.0973138888889
2913606,Praia de Back Door,2913606_17,Ilhéus,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-14.9364027777778,-39.0151972222222
2913606,Praia de Batuba,2913606_16,Ilhéus,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-14.9275166666667,-39.0177083333333
2411056,Praia do Gado Bravo,2411056_1,Tibau,Rio Grande do Norte,RN,2019-10-25,2019-10-29,Oleada - Vestígios/Esparsos,-4.87942777777778,-37.2239222222222
2408201,Barreta,2408201_3,Nísia Floresta,Rio Grande do Norte,RN,2019-09-10,2019-11-10,Óleo - Não Observado,-6.12190833333333,-35.0988361111111
2301109,Canoa Quebrada,2301109_1,Aracati,Ceará,CE,2019-10-23,2019-11-08,Óleo - Não Observado,-4.51866666666667,-37.7087416666667
2900801,Praia de Alcobaça (Praia do Centro),2900801_1,Alcobaça,Bahia,BA,2019-11-02,2019-11-04,Óleo - Não Observado,-17.5411138888889,-39.190975
2408201,Cotolelo,2408201_9,Nísia Floresta,Rio Grande do Norte,RN,2019-09-11,2019-11-11,Óleo - Não Observado,-5.96202222222222,-35.1476833333333
2503209,Praia do Poço,2503209_2,Cabedelo,Paraíba,PB,2019-09-01,2019-11-08,Óleo - Não Observado,-7.02268055555556,-34.8296611111111
2707800,Falésias do Gunga,2707800_1,Roteiro,Alagoas,AL,2019-09-22,2019-10-22,Oleada - Vestígios/Esparsos,-9.90435277777778,-35.9392944444444
2408201,Praia de Barreta,2408201_6,Nísia Floresta,Rio Grande do Norte,RN,2019-11-03,2019-11-10,Oleada - Vestígios/Esparsos,-6.11296111111111,-35.1000416666667
2408201,Praia de Búzios,2408201_5,Nísia Floresta,Rio Grande do Norte,RN,2019-09-11,2019-11-11,Óleo - Não Observado,-6.01670555555556,-35.108175
2503209,Praia de Intermares,2503209_1,Cabedelo,Paraíba,PB,2019-09-01,2019-11-11,Óleo - Não Observado,-7.04614722222222,-34.8408027777778
2932903,Praia de Guaibim,2932903_4,Valença,Bahia,BA,2019-11-07,2019-11-07,Oleada - Vestígios/Esparsos,-13.3224361111111,-38.9676944444444
2408201,Foz do Rio Pirangi/Pium,2408201_8,Nísia Floresta,Rio Grande do Norte,RN,2019-09-11,2019-11-11,Óleo - Não Observado,-5.98056388888889,-35.1223333333333
2905404,Quinta Praia (Praia do Encanto),2905404_71,Cairu,Bahia,BA,2019-11-05,2019-11-05,Oleada - Vestígios/Esparsos,-13.4359916666667,-38.9006833333333
2408201,Pirangi do Sul,2408201_7,Nísia Floresta,Rio Grande do Norte,RN,2019-09-11,2019-11-11,Óleo - Não Observado,-5.98539722222222,-35.1171
2503209,Praia de Camboinha,2503209_3,Cabedelo,Paraíba,PB,2019-09-01,2019-11-08,Óleo - Não Observado,-7.00473888888889,-34.8258361111111
2932903,Praia de Guaibim,2932903_1,Valença,Bahia,BA,2019-10-24,2019-11-08,Oleada - Vestígios/Esparsos,-13.2859222222222,-38.9633388888889
2207702,Praia do Pontal,2207702_4,Parnaíba,Piauí,PI,2019-11-08,2019-11-08,Oleada - Vestígios/Esparsos,-2.76296666666667,-41.7816666666667
2302206,Barra do Rio Pirangi,2302206_2,Beberibe,Ceará,CE,2019-11-04,2019-11-08,Óleo - Não Observado,-4.37604722222222,-37.8569
2800704,Praia do Cabeço,2800704_16,Brejo Grande,Sergipe,SE,2019-11-05,2019-11-05,Oleada - Vestígios/Esparsos,-10.4949111111111,-36.4265027777778
2302206,Morro Branco,2302206_1,Beberibe,Ceará,CE,2019-09-07,2019-11-06,Oleada - Vestígios/Esparsos,-4.15453888888889,-38.1061805555556
2920700,Praia de Taipus de Fora,2920700_6,Maraú,Bahia,BA,2019-11-11,2019-11-11,Oleada - Manchas,-13.8946777777778,-38.9338833333333
2920700,Praia do Casssange,2920700_23,Maraú,Bahia,BA,2019-11-09,2019-11-10,Oleada - Vestígios/Esparsos,-14.0086277777778,-38.9436277777778
2903409,Praia do Mar Moreno,2903409_4,Belmonte,Bahia,BA,2019-11-02,2019-11-02,Óleo - Não Observado,-15.8556416666667,-38.8579222222222
2302206,Barra de Sucatinga,2302206_3,Beberibe,Ceará,CE,2019-09-08,2019-11-08,Óleo - Não Observado,-4.25304166666667,-38.0045166666667
2303709,Praia de Cumbuco,2303709_8,Caucaia,Ceará,CE,2019-11-05,2019-11-10,Oleada - Manchas,-3.61380833333333,-38.7531527777778
2903409,Praia de Mogiquiçaba,2903409_6,Belmonte,Bahia,BA,2019-11-04,2019-11-05,Óleo - Não Observado,-16.0898805555556,-38.9507027777778
2903409,Praia de Barra Velha,2903409_5,Belmonte,Bahia,BA,2019-10-29,2019-11-06,Oleada - Vestígios/Esparsos,-15.8160055555556,-38.8701277777778
2916104,Praia de Guaibim,2916104_4,Itaparica,Bahia,BA,2019-11-08,2019-11-10,Oleada - Vestígios/Esparsos,-12.9236527777778,-38.6239027777778
2913606,Praia de São Domingos,2913606_8,Ilhéus,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-14.7483388888889,-39.0624694444444
2303709,Praia da Barra do Cauípe,2303709_4,Caucaia,Ceará,CE,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-3.58711944444444,-38.7780527777778
3203205,Praia de Povoação,3203205_64,Linhares,Espírito Santo,ES,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-19.5861138888889,-39.7832805555556
2913606,Praia de São Miguel,2913606_9,Ilhéus,Bahia,BA,2019-11-07,2019-11-07,Oleada - Vestígios/Esparsos,-14.7659777777778,-39.0572638888889
3203205,Praia do Degredo,3203205_63,Linhares,Espírito Santo,ES,2019-11-11,2019-11-11,Oleada - Vestígios/Esparsos,-19.5777916666667,-39.7792888888889
2913606,Acuípe,2913606_4,Ilhéus,Bahia,BA,2019-10-22,2019-10-28,Oleada - Vestígios/Esparsos,-15.0872222222222,-38.9971611111111
2913606,Praia de Jairí,2913606_3,Ilhéus,Bahia,BA,2019-10-21,2019-11-09,Oleada - Vestígios/Esparsos,-14.9783,-39.0026888888889
2920700,Praia de Saquaíra,2920700_25,Maraú,Bahia,BA,2019-11-10,2019-11-10,Oleada - Manchas,-14.0523888888889,-38.9516027777778
3203205,Praia de Povoação,3203205_65,Linhares,Espírito Santo,ES,2019-11-11,2019-11-11,Oleada - Vestígios/Esparsos,-19.6512888888889,-39.8109333333333
2920700,Praia de Saquaíra,2920700_24,Maraú,Bahia,BA,2019-11-08,2019-11-09,Oleada - Vestígios/Esparsos,-14.0440166666667,-38.949025
2913606,Praia do quartel,2913606_5,Ilhéus,Bahia,BA,2019-11-03,2019-11-10,Oleada - Vestígios/Esparsos,-14.7829861111111,-39.0335194444444
2932507,Ilha de Comandatuba (Barra Norte e Barra Sul),2932507_7,Una,Bahia,BA,2019-10-30,2019-11-02,Oleada - Manchas,-15.3409055555556,-38.9815
2613404,São José da Coroa Grande,2613404_1,São José da Coroa Grande,Pernambuco,PE,2019-09-25,2019-11-03,Oleada - Vestígios/Esparsos,-8.86983611111111,-35.1318444444444
2932507,Praia de Lençóis,2932507_11,Una,Bahia,BA,2019-11-08,2019-11-09,Oleada - Vestígios/Esparsos,-15.1494472222222,-38.9959055555556
2302206,Praia da Barra de Sucatinga,2302206_20,Beberibe,Ceará,CE,2019-11-05,2019-11-08,Óleo - Não Observado,-4.22265277777778,-38.0383777777778
2312403,Praia da Barra do Cauípe,2312403_12,São Gonçalo do Amarante,Ceará,CE,2019-11-10,2019-11-11,Óleo - Não Observado,-3.54668055555556,-38.8305166666667
2913606,Praia Jóia do Atlântico,2913606_33,Ilhéus,Bahia,BA,2019-10-31,NA,Oleada - Vestígios/Esparsos,-14.6391722222222,-39.0650555555556
2913606,Praia da Avenida,2913606_32,Ilhéus,Bahia,BA,2019-10-29,2019-11-11,Óleo - Não Observado,-14.7925055555556,-39.0289027777778
2913606,Praia dos Milionários,2913606_35,Ilhéus,Bahia,BA,2019-11-07,2019-11-07,Oleada - Vestígios/Esparsos,-14.8763833333333,-39.0235666666667
2913606,Praia do Sul,2913606_34,Ilhéus,Bahia,BA,2019-10-28,2019-11-01,Oleada - Vestígios/Esparsos,-14.9094888888889,-39.0209583333333
2702306,Coruripe,2702306_1,Coruripe,Alagoas,AL,2019-10-12,2019-10-24,Oleada - Vestígios/Esparsos,-10.1725722222222,-36.1672611111111
2913606,Praia Pé de Serra,2913606_31,Ilhéus,Bahia,BA,2019-10-28,2019-10-30,Oleada - Vestígios/Esparsos,-14.5158333333333,-39.0359861111111
2702306,Mangue da Foz do Rio Coruripe,2702306_3,Coruripe,Alagoas,AL,2019-10-29,2019-11-10,Oleada - Vestígios/Esparsos,-10.1590222222222,-36.1555111111111
2913606,Praia da Ponta do Ramo,2913606_30,Ilhéus,Bahia,BA,2019-10-29,NA,Oleada - Vestígios/Esparsos,-14.5338,-39.0367083333333
2910602,Baixio,2910602_1,Esplanada,Bahia,BA,2019-10-07,2019-10-26,Oleada - Vestígios/Esparsos,-12.1314555555556,-37.7053472222222
2702306,Lagoa do Pau,2702306_2,Coruripe,Alagoas,AL,2019-09-27,2019-11-07,Oleada - Vestígios/Esparsos,-10.1289555555556,-36.1088555555556
2702702,Praia de Flexeiras,2702702_8,Feliz Deserto,Alagoas,AL,2019-11-05,2019-11-06,Oleada - Vestígios/Esparsos,-10.3370972222222,-36.3031861111111
2800308,Praia de Aruanã,2800308_12,Aracaju,Sergipe,SE,2019-11-06,2019-11-10,Oleada - Vestígios/Esparsos,-11.0011,-37.0562611111111
2800308,Praia do Mosqueiro,2800308_15,Aracaju,Sergipe,SE,2019-11-05,2019-11-10,Oleada - Vestígios/Esparsos,-11.0307638888889,-37.0781166666667
2910602,Mamucabo,2910602_2,Esplanada,Bahia,BA,2019-10-07,2019-10-31,Oleada - Vestígios/Esparsos,-12.17095,-37.7290555555556
2108058,Praia do Barro Vermelho,2108058_1,Paulino Neves,Maranhão,MA,2019-09-21,2019-09-28,Óleo - Não Observado,-2.65186666666667,-42.6107583333333
2702702,Praia de Flexeiras,2702702_6,Feliz Deserto,Alagoas,AL,2019-11-07,2019-11-10,Oleada - Vestígios/Esparsos,-10.3107694444444,-36.2971333333333
2310209,Paracuru,2310209_1,Paracuru,Ceará,CE,2019-09-23,2019-11-10,Oleada - Vestígios/Esparsos,-3.40395833333333,-39.0212333333333
2408953,Rio Punaú,2408953_2,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-10-09,Oleada - Vestígios/Esparsos,-5.34667777777778,-35.3592111111111
2408953,Praia de Zumbi,2408953_1,Rio do Fogo,Rio Grande do Norte,RN,2019-09-11,2019-11-10,Óleo - Não Observado,-5.31976944444444,-35.3634916666667
2304400,Praia de Sabiaguaba,2304400_1,Fortaleza,Ceará,CE,2019-09-26,2019-11-04,Óleo - Não Observado,-3.80210833333333,-38.4142027777778
2408953,Praia de Zumbi,2408953_3,Rio do Fogo,Rio Grande do Norte,RN,2019-11-07,2019-11-11,Óleo - Não Observado,-5.27068333333333,-35.3835305555556
2903409,Praia de Guaiu,2903409_1,Belmonte,Bahia,BA,2019-11-01,2019-11-08,Oleada - Vestígios/Esparsos,-16.0844638888889,-38.9465638888889
2905404,Morro de São Paulo (terceira praia),2905404_1,Cairu,Bahia,BA,2019-10-21,2019-11-07,Oleada - Vestígios/Esparsos,-13.3811305555556,-38.9060722222222
2900801,Praia de Dona Dinha,2900801_9,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-17.6613138888889,-39.1550166666667
2512903,Barra do Rio Mamanguape,2512903_12,Rio Tinto,Paraíba,PB,2019-09-07,2019-10-31,Óleo - Não Observado,-6.77118333333333,-34.92375
2913606,Praia de Siriba,2913606_2,Ilhéus,Bahia,BA,2019-10-20,2019-11-09,Oleada - Vestígios/Esparsos,-14.9605361111111,-39.0063166666667
2414209,Praia do Amor,2414209_5,Tibau do Sul,Rio Grande do Norte,RN,2019-09-10,2019-11-06,Óleo - Não Observado,-6.22874166666667,-35.0428333333333
2913606,Praia de São Miguel,2913606_1,Ilhéus,Bahia,BA,2019-10-26,2019-11-04,Óleo - Não Observado,-14.7573138888889,-39.0603916666667
2900801,Praia da Barra (Praia Zeloris),2900801_6,Alcobaça,Bahia,BA,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-17.6232,-39.1808444444444
2927705,Praia de Arakakaí,2927705_21,Santa Cruz Cabrália,Bahia,BA,2019-10-31,2019-11-05,Óleo - Não Observado,-16.2923666666667,-39.0227416666667
2905404,Segunda Praia,2905404_9,Cairu,Bahia,BA,2019-11-10,2019-11-11,Oleada - Vestígios/Esparsos,-13.3756722222222,-38.9168277777778
2414209,Praia do Madeiro,2414209_4,Tibau do Sul,Rio Grande do Norte,RN,2019-10-28,2019-11-05,Oleada - Vestígios/Esparsos,-6.22281944444444,-35.0672083333333
2913606,Praia de Ponta da Tulha,2913606_24,Ilhéus,Bahia,BA,2019-10-28,2019-11-04,Oleada - Vestígios/Esparsos,-14.5948111111111,-39.0542027777778
2927705,Praia de Arakakaí,2927705_20,Santa Cruz Cabrália,Bahia,BA,2019-11-04,2019-11-05,Óleo - Não Observado,-16.1895611111111,-38.9668083333333
2917805,Praia do Garcez,2917805_1,Jaguaripe,Bahia,BA,2019-10-24,2019-11-07,Oleada - Vestígios/Esparsos,-13.2136472222222,-38.9109388888889
2414209,Lagoa Guaraíras,2414209_7,Tibau do Sul,Rio Grande do Norte,RN,2019-10-30,2019-11-11,Óleo - Não Observado,-6.18091388888889,-35.0926277777778
3201605,Praia de Guriri,3201605_35,Conceição da Barra,Espírito Santo,ES,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-18.6070611111111,-39.7261611111111
2905404,Garapuá,2905404_3,Cairu,Bahia,BA,2019-10-22,NA,Oleada - Vestígios/Esparsos,-13.4830194444444,-38.9175194444444
2414209,Pirambu,2414209_6,Tibau do Sul,Rio Grande do Norte,RN,2019-09-10,2019-10-02,Oleada - Vestígios/Esparsos,-6.19074444444444,-35.0844722222222
2111300,Av. Litorânea,2111300_1,São Luís,Maranhão,MA,2019-09-26,2019-11-03,Óleo - Não Observado,-2.47877777777778,-44.2430527777778
2414209,Pipa,2414209_1,Tibau do Sul,Rio Grande do Norte,RN,2019-09-10,2019-11-11,Óleo - Não Observado,-6.22802222222222,-35.0511611111111
2905404,Quarta Praia,2905404_2,Cairu,Bahia,BA,2019-11-03,2019-11-07,Oleada - Vestígios/Esparsos,-13.3947805555556,-38.9069722222222
2610707,Conceição,2610707_2,Paulista,Pernambuco,PE,2019-09-02,2019-10-30,Oleada - Vestígios/Esparsos,-7.87603055555556,-34.8312416666667
2905404,Praia de Cueira,2905404_5,Cairu,Bahia,BA,2019-10-28,2019-11-10,Óleo - Não Observado,-13.5955333333333,-38.9081611111111
2610707,Maria Farinha,2610707_1,Paulista,Pernambuco,PE,2019-09-02,2019-10-31,Óleo - Não Observado,-7.85826666666667,-34.8345833333333
2905404,Praia do Pontal,2905404_4,Cairu,Bahia,BA,2019-10-27,2019-11-11,Óleo - Não Observado,-13.578075,-38.9281305555556
2414209,Praia de Cacimbinhas,2414209_3,Tibau do Sul,Rio Grande do Norte,RN,2019-10-24,2019-10-28,Oleada - Vestígios/Esparsos,-6.20303333333333,-35.0812694444444
2414209,Sibaúma/Das Minas,2414209_2,Tibau do Sul,Rio Grande do Norte,RN,2019-09-11,2019-11-04,Oleada - Vestígios/Esparsos,-6.26326666666667,-35.0379944444444
2914901,Praia da Ribeira,2914901_7,Itacaré,Bahia,BA,2019-10-30,2019-11-08,Óleo - Não Observado,-14.291575,-38.9830888888889
2913606,Praia dos Milionários,2913606_29,Ilhéus,Bahia,BA,2019-10-21,2019-10-27,Oleada - Vestígios/Esparsos,-14.8403722222222,-39.0252916666667
2927705,Praia de Guaiu,2927705_28,Santa Cruz Cabrália,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-16.2748083333333,-39.0201944444444
2914901,Praia Engenhoca,2914901_8,Itacaré,Bahia,BA,2019-10-28,NA,Oleada - Manchas,-14.3536166666667,-39.0013972222222
2913606,São Domingos,2913606_26,Ilhéus,Bahia,BA,2019-11-03,2019-11-04,Óleo - Não Observado,-14.7116694444444,-39.06535
2414209,Praia do Giz,2414209_9,Tibau do Sul,Rio Grande do Norte,RN,2019-09-10,2019-11-11,Óleo - Não Observado,-6.185325,-35.0888194444444
2913606,Praia de Mamoã,2913606_25,Ilhéus,Bahia,BA,2019-11-04,2019-11-04,Oleada - Vestígios/Esparsos,-14.5683944444444,-39.0482166666667
2414209,Foz do Rio Catu,2414209_8,Tibau do Sul,Rio Grande do Norte,RN,2019-09-12,2019-11-07,Óleo - Não Observado,-6.28927777777778,-35.0345638888889
2503209,Praia de Campina,2503209_27,Cabedelo,Paraíba,PB,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-7.03801388888889,-34.8365083333333
2610707,Pau Amarelo,2610707_4,Paulista,Pernambuco,PE,2019-09-02,2019-11-09,Óleo - Não Observado,-7.93705833333333,-34.8228583333333
2913606,Praia de Lençóis,2913606_27,Ilhéus,Bahia,BA,2019-11-03,2019-11-03,Oleada - Vestígios/Esparsos,-15.0688,-38.9970111111111
2610707,Praia do Janga,2610707_3,Paulista,Pernambuco,PE,2019-09-02,2019-11-09,Óleo - Não Observado,-7.92811666666667,-34.8205944444444
2610707,Nossa Senhora do Ó,2610707_5,Paulista,Pernambuco,PE,2019-10-27,NA,Oleada - Vestígios/Esparsos,-7.8923,-34.8235305555556
2802106,Abais,2802106_7,Estância,Sergipe,SE,2019-09-03,2019-11-02,Oleada - Vestígios/Esparsos,-11.3071972222222,-37.2719305555556
2704500,Barra dos Coqueiros,2704500_12,Maragogi,Alagoas,AL,2019-10-20,NA,Oleada - Vestígios/Esparsos,-8.96706111111111,-35.1760666666667
2704500,Praia de Maragogi,2704500_11,Maragogi,Alagoas,AL,2019-11-01,2019-11-06,Oleada - Vestígios/Esparsos,-9.00558055555556,-35.2137222222222
2925303,Praia de Taperapuã,2925303_45,Porto Seguro,Bahia,BA,2019-11-04,2019-11-07,Óleo - Não Observado,-16.4205111111111,-39.0532666666667
2704500,Rio Persinunga,2704500_13,Maragogi,Alagoas,AL,2019-10-29,2019-11-11,Oleada - Vestígios/Esparsos,-8.90972222222222,-35.1518027777778
2606200,Catuama,2606200_18,Goiana,Pernambuco,PE,2019-09-07,2019-11-07,Óleo - Não Observado,-7.68251111111111,-34.8346027777778
2925303,Praia de Itaquena,2925303_47,Porto Seguro,Bahia,BA,2019-11-02,NA,Oleada - Vestígios/Esparsos,-16.6517527777778,-39.0952333333333
2925303,Praia de Mucugê,2925303_46,Porto Seguro,Bahia,BA,2019-10-31,2019-11-01,Oleada - Vestígios/Esparsos,-16.4953694444444,-39.0686444444444
2704500,Rio Salgado,2704500_10,Maragogi,Alagoas,AL,2019-10-21,2019-11-10,Óleo - Não Observado,-9.06232222222222,-35.2399
2704500,Praia de Peroba,2704500_1,Maragogi,Alagoas,AL,2019-11-03,2019-11-03,Oleada - Vestígios/Esparsos,-8.94941388888889,-35.1708944444444
2800605,Praia de Jatobá,2800605_6,Barra dos Coqueiros,Sergipe,SE,2019-11-09,2019-11-11,Oleada - Vestígios/Esparsos,-10.7508722222222,-36.8612138888889
2905701,Guarajuba,2905701_1,Camaçari,Bahia,BA,2019-10-09,2019-11-05,Óleo - Não Observado,-12.6482555555556,-38.0613055555556
2800605,Praia da Costa,2800605_5,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-03,Oleada - Vestígios/Esparsos,-10.9251722222222,-37.0110166666667
2905404,Praia de Tassimirim,2905404_45,Cairu,Bahia,BA,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-13.5807472222222,-38.9137194444444
2704500,Praia de Peroba,2704500_15,Maragogi,Alagoas,AL,2019-11-06,2019-11-06,Oleada - Vestígios/Esparsos,-8.92545833333333,-35.1589305555556
2704500,Praia da Peroba,2704500_7,Maragogi,Alagoas,AL,2019-10-18,2019-11-03,Óleo - Não Observado,-8.93223333333333,-35.1651861111111
2800605,Praia Pontal da Barra,2800605_7,Barra dos Coqueiros,Sergipe,SE,2019-11-09,2019-11-09,Oleada - Vestígios/Esparsos,-10.7572861111111,-36.8678027777778
2800605,Praia de Jatobá,2800605_2,Barra dos Coqueiros,Sergipe,SE,2019-09-24,2019-11-11,Oleada - Vestígios/Esparsos,-10.8043111111111,-36.9117111111111
2704500,Ponta do Mangue,2704500_6,Maragogi,Alagoas,AL,2019-10-16,2019-11-09,Oleada - Vestígios/Esparsos,-8.95830555555556,-35.173325
2800605,Praia do Porto,2800605_1,Barra dos Coqueiros,Sergipe,SE,2019-11-03,2019-11-11,Oleada - Manchas,-10.8668972222222,-36.9659805555556
2403608,Praia de Jenipabu,2403608_13,Extremoz,Rio Grande do Norte,RN,2019-11-07,2019-11-11,Óleo - Não Observado,-5.69521388888889,-35.1986527777778
2704500,Centro,2704500_9,Maragogi,Alagoas,AL,2019-10-21,2019-11-01,Oleada - Vestígios/Esparsos,-9.01256666666667,-35.2196333333333
2800605,Praia do Porto,2800605_4,Barra dos Coqueiros,Sergipe,SE,2019-09-02,2019-11-11,Oleada - Manchas,-10.8452805555556,-36.9487916666667
2302206,Praia do Diogo,2302206_49,Beberibe,Ceará,CE,2019-11-05,2019-11-05,Oleada - Vestígios/Esparsos,-4.19828888888889,-38.0615111111111
2704500,Praia do Camacho,2704500_8,Maragogi,Alagoas,AL,2019-10-23,2019-11-04,Óleo - Não Observado,-9.03149166666667,-35.2273583333333
2905701,Rio Pojuca,2905701_7,Camaçari,Bahia,BA,2019-10-13,2019-11-10,Óleo - Não Observado,-12.5973277777778,-38.0306611111111
2800605,Praia da Costa,2800605_3,Barra dos Coqueiros,Sergipe,SE,2019-11-03,2019-11-03,Oleada - Vestígios/Esparsos,-10.9032944444444,-36.9941361111111
2905701,Praia do Japonês,2905701_6,Camaçari,Bahia,BA,2019-10-21,2019-11-10,Óleo - Não Observado,-12.8397,-38.23485
2704500,Barra Grande (norte),2704500_3,Maragogi,Alagoas,AL,2019-10-16,2019-11-09,Óleo - Não Observado,-8.91811666666667,-35.1537416666667
2704500,Manguezal do rio Maragogi,2704500_2,Maragogi,Alagoas,AL,2019-11-01,NA,Óleo - Não Observado,-9.02726944444444,-35.2257777777778
2704500,Praia de Burgalhau,2704500_5,Maragogi,Alagoas,AL,2019-10-21,2019-11-06,Óleo - Não Observado,-8.99903333333333,-35.2072527777778
2905701,Barra do Jacuípe,2905701_3,Camaçari,Bahia,BA,2019-10-22,2019-11-11,Óleo - Não Observado,-12.7047111111111,-38.1206555555556
2704500,Praia do Antunes,2704500_4,Maragogi,Alagoas,AL,2019-10-16,2019-11-09,Óleo - Não Observado,-8.97507222222222,-35.1802944444444
2927705,Praia de Mogiquiçaba,2927705_15,Santa Cruz Cabrália,Bahia,BA,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-16.243675,-39.010225
2905701,Praia de Jauá,2905701_2,Camaçari,Bahia,BA,2019-10-18,2019-11-08,Óleo - Não Observado,-12.8273444444444,-38.2230388888889
2905701,Arembepe,2905701_5,Camaçari,Bahia,BA,2019-10-10,2019-11-03,Óleo - Não Observado,-12.7608611111111,-38.1667027777778
2905701,Praia de Itacimirim,2905701_4,Camaçari,Bahia,BA,2019-10-09,2019-11-09,Oleada - Vestígios/Esparsos,-12.6286555555556,-38.0454388888889
2614857,Tamandaré,2614857_2,Tamandaré,Pernambuco,PE,2019-09-07,2019-10-28,Oleada - Vestígios/Esparsos,-8.76606388888889,-35.1040916666667
2614857,Praia da Boca da Barra,2614857_1,Tamandaré,Pernambuco,PE,2019-11-01,2019-11-06,Oleada - Vestígios/Esparsos,-8.77479722222222,-35.1062472222222
2925303,Praia de Itapororoca,2925303_1,Porto Seguro,Bahia,BA,2019-10-31,2019-11-04,Oleada - Vestígios/Esparsos,-16.5564722222222,-39.086525
2927705,Praia de Guaiu,2927705_2,Santa Cruz Cabrália,Bahia,BA,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-16.1056972222222,-38.9551527777778
2914901,Praia Itacarezinho,2914901_23,Itacaré,Bahia,BA,2019-11-11,2019-11-11,Oleada - Vestígios/Esparsos,-14.3661194444444,-39.0050305555556
2512903,Praia de Campina,2512903_3,Rio Tinto,Paraíba,PB,2019-09-07,2019-10-31,Óleo - Não Observado,-6.8172,-34.9136888888889
2706448,Paripueira,2706448_1,Paripueira,Alagoas,AL,2019-09-22,2019-11-01,Óleo - Não Observado,-9.46112222222222,-35.5391888888889
2512903,Oiteiro,2512903_2,Rio Tinto,Paraíba,PB,2019-09-07,2019-10-04,Óleo - Não Observado,-6.83537222222222,-34.9106555555556
2925303,Trancoso Itapororó,2925303_3,Porto Seguro,Bahia,BA,2019-10-31,2019-11-01,Óleo - Não Observado,-16.6179555555556,-39.0932722222222
2927705,Araripe,2927705_1,Santa Cruz Cabrália,Bahia,BA,2019-11-01,2019-11-09,Oleada - Vestígios/Esparsos,-16.1737333333333,-38.9591444444444
2925303,Praia do Taipe (Praia do Rio da Barra),2925303_2,Porto Seguro,Bahia,BA,2019-11-02,NA,Oleada - Vestígios/Esparsos,-16.4536194444444,-39.0624305555556
2305357,Praia de Quitérias,2305357_2,Icapuí,Ceará,CE,2019-11-01,2019-11-10,Óleo - Não Observado,-4.74721666666667,-37.2852444444444
2305357,Praia de Barreiras,2305357_1,Icapuí,Ceará,CE,2019-10-21,2019-11-11,Óleo - Não Observado,-4.67672777777778,-37.39905
2704302,Pajuçara/Ponta Verde,2704302_1,Maceió,Alagoas,AL,2019-09-15,2019-11-01,Óleo - Não Observado,-9.66488888888889,-35.7034194444444
2512903,Lagoa de Praia,2512903_1,Rio Tinto,Paraíba,PB,2019-09-07,2019-11-08,Óleo - Não Observado,-6.80806666666667,-34.9149333333333
2906907,Praia da Ponta da Baleia,2906907_8,Caravelas,Bahia,BA,2019-11-01,NA,Oleada - Vestígios/Esparsos,-17.7048805555556,-39.1506944444444
2906907,Ilha Redonda (abrolhos),2906907_7,Caravelas,Bahia,BA,2019-11-04,2019-11-04,Oleada - Vestígios/Esparsos,-17.9683277777778,-38.7111972222222
2802106,Dunas (sul),2802106_4,Estância,Sergipe,SE,2019-11-04,2019-11-04,Oleada - Vestígios/Esparsos,-11.3990166666667,-37.3117277777778
2802106,Dunas (norte),2802106_3,Estância,Sergipe,SE,2019-11-04,2019-11-07,Oleada - Vestígios/Esparsos,-11.3316833333333,-37.2841972222222
2100907,Ilha dos Poldros,2100907_51,Araioses,Maranhão,MA,2019-11-10,2019-11-10,Oleada - Vestígios/Esparsos,-2.71872222222222,-41.9093138888889
2408102,Ponta Negra,2408102_2,Natal,Rio Grande do Norte,RN,2019-09-14,2019-11-10,Óleo - Não Observado,-5.87615555555556,-35.1759305555556
2101707,Praia Canto do Atins,2101707_1,Barreirinhas,Maranhão,MA,2019-09-22,2019-09-28,Óleo - Não Observado,-2.54462777777778,-42.8296444444444
