name,município,data_avist,estado,data_revis,status,latitude,longitude
Barra Grande (sul),Maragogi,2019-10-17,AL,2019-11-02,Óleo - Não Observado,-8.99269722222222,-35.2002472222222
Praia do Francês,Marechal Deodoro,2019-09-18,AL,2019-10-27,Óleo - Não Observado,-9.76764166666667,-35.836875
Falésias do Gunga,Roteiro,2019-09-22,AL,2019-10-22,Oleada - Vestígios/Esparsos,-9.90412222222222,-35.9391277777778
Barra de Santo Antônio,Barra de Santo Antônio,2019-09-22,AL,2019-10-13,Oleada - Vestígios/Esparsos,-9.34828055555556,-35.4639055555556
Praia do Gunga,Roteiro,2019-09-22,AL,NA,Oleada - Vestígios/Esparsos,-9.86557777777778,-35.9057944444444
Praia de Japaratinga,Japaratinga,2019-10-16,AL,2019-11-03,Oleada - Vestígios/Esparsos,-9.08432222222222,-35.2512027777778
Barreira do Boqueirão,Japaratinga,2019-10-14,AL,2019-11-01,Óleo - Não Observado,-9.12666111111111,-35.2791416666667
Praia de Guaxuma,Maceió,2019-10-25,AL,NA,Oleada - Vestígios/Esparsos,-9.59347222222222,-35.6688138888889
Foz do Rio São Francisco,Piaçabuçu,2019-10-09,AL,2019-11-02,Oleada - Vestígios/Esparsos,-10.4946305555556,-36.3936277777778
Ponta da Barra,Marechal Deodoro,2019-10-13,AL,2019-10-21,Oleada - Vestígios/Esparsos,-9.71639444444444,-35.7985722222222
Ilha da Croa,Barra de Santo Antônio,2019-10-13,AL,2019-10-30,Oleada - Vestígios/Esparsos,-9.38472777777778,-35.4925361111111
Coruripe,Coruripe,2019-10-12,AL,2019-10-24,Oleada - Vestígios/Esparsos,-10.1727333333333,-36.1674055555556
Barra do Santo Antônio,Barra de Santo Antônio,2019-10-13,AL,2019-10-15,Oleada - Manchas,-9.42860833333333,-35.5068055555556
Barra do Rio Santo Antônio,Barra de Santo Antônio,2019-10-13,AL,2019-10-24,Óleo - Não Observado,-9.41066944444444,-35.4968138888889
Praia do Marceneiro,Passo de Camaragibe,2019-10-26,AL,2019-10-31,Oleada - Vestígios/Esparsos,-9.29689722222222,-35.3945333333333
Foz do Rio Manguba,Japaratinga,2019-10-21,AL,2019-11-01,Oleada - Vestígios/Esparsos,-9.15609444444445,-35.2890555555556
Foz do rio Tatuamunha,Porto de Pedra,2019-10-22,AL,NA,Oleada - Vestígios/Esparsos,-9.22503888888889,-35.3323138888889
Lagoa Azeda,Roteiro,2019-10-22,AL,2019-10-29,Oleada - Vestígios/Esparsos,-9.97415,-35.9810305555556
Centro,Maragogi,2019-10-21,AL,2019-11-01,Oleada - Vestígios/Esparsos,-9.01254166666667,-35.2196638888889
Rio Salgado,Japaratinga,2019-10-21,AL,2019-10-29,Oleada - Vestígios/Esparsos,-9.06254444444444,-35.2396222222222
Praia de Maragogi,Maragogi,2019-11-01,AL,NA,Oleada - Vestígios/Esparsos,-9.00558611111111,-35.2137083333333
Barra dos Coqueiros,Maragogi,2019-10-20,AL,NA,Oleada - Vestígios/Esparsos,-8.96692777777778,-35.1760305555556
Viral,São Cristóvão,2019-10-20,AL,2019-10-28,Oleada - Vestígios/Esparsos,-11.1351194444444,-37.1559055555556
Lagoa do Pau,Coruripe,2019-09-27,AL,2019-10-27,Oleada - Vestígios/Esparsos,-10.128525,-36.1090722222222
Praia do Pontal do Peba (norte),Piaçabuçu,2019-10-05,AL,2019-11-02,Oleada - Vestígios/Esparsos,-10.3467416666667,-36.3008555555556
Ipioca,Maceió,2019-09-17,AL,2019-11-01,Óleo - Não Observado,-9.54801944444444,-35.6177583333333
Pontal do Coruripe,Coruripe,2019-09-27,AL,2019-10-31,Oleada - Vestígios/Esparsos,-10.1617305555556,-36.1349833333333
Piaçabuçu,Piaçabuçu,2019-10-01,AL,2019-11-01,Oleada - Manchas,-10.4404111111111,-36.3551083333333
Mangue da Foz do Rio Coruripe,Coruripe,2019-10-29,AL,NA,Oleada - Vestígios/Esparsos,-10.1593,-36.1551833333333
Paripueira,Paripueira,2019-09-22,AL,2019-11-01,Óleo - Não Observado,-9.46119166666667,-35.5392333333333
Lot. Encontro do Mar,Marechal Deodoro,2019-09-21,AL,2019-10-27,Óleo - Não Observado,-9.78774444444444,-35.8546277777778
Praia do Pontal do Boqueirão,Japaratinga,2019-10-28,AL,2019-10-30,Oleada - Manchas,-9.14118888888889,-35.2869666666667
Praia de Bitingui,Japaratinga,2019-10-28,AL,2019-11-03,Oleada - Vestígios/Esparsos,-9.10725555555556,-35.2631305555556
Praia de Pontal do Peba (sul),Piaçabuçu,2019-11-04,AL,2019-11-04,Oleada - Vestígios/Esparsos,-10.3599555555556,-36.2987833333333
Praia do Grauçá,Caravelas,2019-11-03,BA,2019-11-04,Oleada - Vestígios/Esparsos,-17.7345777777778,-39.1858833333333
Ilha de Santa Bárbara,Caravelas,2019-11-02,BA,2019-11-04,Óleo - Não Observado,-17.9627722222222,-38.6945472222222
Praia de Siribinha,Conde,2019-10-29,BA,2019-11-04,Oleada - Vestígios/Esparsos,-11.7681277777778,-37.5259111111111
Praia de São Miguel,Ilhéus,2019-10-26,BA,2019-11-04,Óleo - Não Observado,-14.7577083333333,-39.0602972222222
Praia de Jaburu,Vera Cruz,2019-10-17,BA,2019-11-04,Óleo - Não Observado,-12.9601833333333,-38.6051694444444
Praia de Stella Maris,Salvador,2019-11-01,BA,2019-11-04,Óleo - Não Observado,-12.9365916666667,-38.3264444444444
Praia de Barra Grande,Vera Cruz,2019-10-19,BA,2019-11-04,Oleada - Vestígios/Esparsos,-13.0440194444444,-38.6785166666667
Praia de Ponta da Tulha,Ilhéus,2019-10-28,BA,2019-11-04,Oleada - Vestígios/Esparsos,-14.5944861111111,-39.0541972222222
São Domingos,Ilhéus,2019-11-03,BA,2019-11-04,Óleo - Não Observado,-14.7116527777778,-39.0653472222222
Praia do Pontal da Barra,Nova Viçosa,2019-11-03,BA,2019-11-05,Óleo - Não Observado,-17.8992361111111,-39.3587138888889
Praia de Alcobaça (Praia do Centro),Alcobaça,2019-11-02,BA,2019-11-04,Óleo - Não Observado,-17.54035,-39.1910666666667
Praia de Itapororoca,Porto Seguro,2019-10-31,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.5566055555556,-39.0867527777778
Costa do atlantico,Mucuri,2019-11-03,BA,2019-11-05,Óleo - Não Observado,-17.9743472222222,-39.4722805555556
Morro de São Paulo (terceira praia),Cairu,2019-10-21,BA,2019-11-05,Óleo - Não Observado,-13.3808138888889,-38.9050083333333
Praia do Casssange,Maraú,2019-11-01,BA,NA,Oleada - Vestígios/Esparsos,-13.9995111111111,-38.9442388888889
Araripe,Santa Cruz Cabrália,2019-11-01,BA,2019-11-02,Oleada - Vestígios/Esparsos,-16.1742527777778,-38.9591694444444
Guarajuba,Camaçari,2019-10-09,BA,2019-11-05,Óleo - Não Observado,-12.6483222222222,-38.0610722222222
Ilha Quiepe,Ituberá,2019-11-01,BA,NA,Oleada - Manchas,-13.837,-38.9394583333333
Quarta Praia,Cairu,2019-11-03,BA,2019-11-05,Oleada - Vestígios/Esparsos,-13.3949888888889,-38.9071222222222
Praia da Ponta da Baleia,Caravelas,2019-11-01,BA,NA,Oleada - Vestígios/Esparsos,-17.7051277777778,-39.1509333333333
Praia da Ponta dos Castelhanos,Cairu,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-13.6603944444444,-38.8963277777778
Praia de Piracanga,Maraú,2019-10-31,BA,2019-11-02,Oleada - Vestígios/Esparsos,-14.207575,-38.9911527777778
Praia de Mucugê,Porto Seguro,2019-10-31,BA,2019-11-01,Oleada - Vestígios/Esparsos,-16.4953944444444,-39.0686638888889
Panelas,Maraú,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-13.9649222222222,-38.9345111111111
Ponta da Folha,Maraú,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-14.1386666666667,-38.9753388888889
Ilha de Comandatuba (Barra Norte e Barra Sul),Una,2019-10-30,BA,2019-11-02,Oleada - Manchas,-15.3407722222222,-38.9815194444444
Praia da Coroinha,Itacaré,2019-11-01,BA,NA,Oleada - Vestígios/Esparsos,-14.2766555555556,-38.9957777777778
Praia de Lençóis,Una,2019-11-03,BA,2019-11-03,Oleada - Vestígios/Esparsos,-15.0687138888889,-38.9970583333333
Praia de Saquaíra,Maraú,2019-10-24,BA,2019-11-03,Oleada - Vestígios/Esparsos,-14.0177527777778,-38.9444694444444
Praia de Ipitanga,Salvador,2019-10-21,BA,2019-11-03,Óleo - Não Observado,-12.9167638888889,-38.3091361111111
Praia de Poças,Conde,2019-10-20,BA,2019-11-03,Oleada - Vestígios/Esparsos,-11.8102,-37.5444305555556
Praia de Corumbau,Prado,2019-11-01,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.9364055555556,-39.1483833333333
Praia de Busca Vida,Camaçari,2019-10-24,BA,2019-11-03,Oleada - Manchas,-12.8597666666667,-38.2531388888889
Praia da Barra (Novo Prado),Prado,2019-11-04,BA,2019-11-04,Oleada - Manchas,-17.3352194444444,-39.2179
Taipu de Fora,Maraú,2019-10-20,BA,2019-11-03,Oleada - Vestígios/Esparsos,-13.9381444444444,-38.9284666666667
Barra Grande,Maraú,2019-10-18,BA,2019-11-03,Oleada - Vestígios/Esparsos,-13.8815833333333,-38.9435611111111
Praia de Siriba,Ilhéus,2019-10-20,BA,2019-11-03,Oleada - Vestígios/Esparsos,-14.9607111111111,-39.0060805555556
Praia de Jauá,Camaçari,2019-10-18,BA,2019-11-03,Oleada - Vestígios/Esparsos,-12.8273388888889,-38.2232055555556
Barra do Jacuípe,Camaçari,2019-10-22,BA,2019-11-04,Oleada - Vestígios/Esparsos,-12.7049777777778,-38.1199166666667
Ondina,Salvador,2019-10-19,BA,2019-11-04,Óleo - Não Observado,-13.0123416666667,-38.5103805555556
Amaralina,Salvador,2019-10-17,BA,2019-11-04,Óleo - Não Observado,-13.0149,-38.4711944444444
Praia de Guaratiba,Prado,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-17.4143361111111,-39.2013305555556
Praia de Pratigi,Ituberá,2019-10-26,BA,2019-11-03,Oleada - Vestígios/Esparsos,-13.7900722222222,-38.9980694444444
Ondina,Salvador,2019-10-19,BA,2019-11-04,Óleo - Não Observado,-13.0112472222222,-38.5141972222222
Praia da Ribeira,Itacaré,2019-10-30,BA,2019-11-03,Óleo - Não Observado,-14.2909944444444,-38.9832
Praia dos Artistas,Salvador,2019-10-11,BA,2019-11-04,Óleo - Não Observado,-12.9742472222222,-38.4142944444444
Costa do Sauípe,Mata de São João,2019-10-20,BA,2019-10-25,Oleada - Vestígios/Esparsos,-12.4397805555556,-37.9167194444444
Pedra do Sal,Salvador,2019-10-16,BA,2019-11-03,Óleo - Não Observado,-12.9531138888889,-38.346675
Bom Despacho,Itaparica,2019-10-18,BA,2019-10-28,Óleo - Não Observado,-12.9076361111111,-38.6301861111111
Praia Jardim dos Namorados,Salvador,2019-10-16,BA,2019-11-04,Óleo - Não Observado,-13.0046638888889,-38.4522194444444
Jardim de Alah,Salvador,2019-10-16,BA,2019-11-04,Óleo - Não Observado,-13.0001972222222,-38.4470777777778
Ponta da Gameleira,Sirinhaém,2019-10-18,BA,2019-11-02,Oleada - Vestígios/Esparsos,-8.6701,-35.0701388888889
Praia do Taipe (Praia do Rio da Barra),Porto Seguro,2019-11-02,BA,NA,Oleada - Vestígios/Esparsos,-16.4537194444444,-39.0630472222222
Itacaré,Itacaré,2019-10-19,BA,2019-10-28,Oleada - Manchas,-14.3828777777778,-39.0099944444444
Porto de Sauípe,Entre Rios,2019-10-09,BA,2019-10-30,Oleada - Manchas,-12.3886,-37.8793583333333
Baixio,Esplanada,2019-10-07,BA,2019-10-26,Oleada - Vestígios/Esparsos,-12.1316,-37.7054194444444
Imbassaí,Mata de São João,2019-10-10,BA,2019-10-31,Oleada - Vestígios/Esparsos,-12.4990361111111,-37.9592388888889
Praia Vilas do Atlântico,Lauro de Freitas,2019-10-11,BA,2019-10-16,Óleo - Não Observado,-12.895525,-38.2922444444444
Praia do Corsário,Salvador,2019-10-11,BA,2019-11-03,Oleada - Vestígios/Esparsos,-12.9692416666667,-38.4068138888889
Praia da Paciência,Salvador,2019-10-17,BA,NA,Oleada - Vestígios/Esparsos,-13.0122861111111,-38.4993111111111
Pituba,Salvador,2019-10-16,BA,2019-11-03,Óleo - Não Observado,-13.011,-38.4652138888889
Praia de Itacimirim,Camaçari,2019-10-09,BA,2019-11-02,Oleada - Vestígios/Esparsos,-12.6290722222222,-38.0451138888889
Arembepe,Camaçari,2019-10-10,BA,2019-11-03,Óleo - Não Observado,-12.7608638888889,-38.1667694444444
Praia de Massarandupio,Entre Rios,2019-10-11,BA,2019-10-29,Oleada - Vestígios/Esparsos,-12.312675,-37.8279833333333
Praia de Cururupe,Ilhéus,2019-10-27,BA,2019-11-02,Oleada - Manchas,-14.8833777777778,-39.0236305555556
Praia da Armação,Salvador,2019-10-24,BA,2019-11-03,Óleo - Não Observado,-12.9894861111111,-38.4356583333333
Foz do Rio Inhampube,Esplanada,2019-10-07,BA,2019-10-30,Oleada - Vestígios/Esparsos,-12.0999388888889,-37.6866611111111
Santo Antônio,Mata de São João,2019-10-01,BA,2019-10-25,Oleada - Vestígios/Esparsos,-12.460825,-37.9332194444444
Foz do Rio Subauma,Esplanada,2019-10-07,BA,2019-10-31,Oleada - Vestígios/Esparsos,-12.2261888888889,-37.7624444444444
Praia do Forte,Mata de São João,2019-10-08,BA,2019-11-03,Óleo - Não Observado,-12.5710444444444,-37.9974305555556
Costa Azul,Jandaíra,2019-10-14,BA,NA,Oleada - Vestígios/Esparsos,-11.6783611111111,-37.4800972222222
Rio Vermelho,Salvador,2019-10-17,BA,2019-11-03,Oleada - Vestígios/Esparsos,-13.0140916666667,-38.4917527777778
Barra dos Carvalhos,Nilo Peçanha,2019-10-25,BA,NA,Oleada - Vestígios/Esparsos,-13.6909027777778,-38.9661583333333
Praia de Bainema,Cairu,2019-10-25,BA,2019-11-01,Oleada - Vestígios/Esparsos,-13.6188166666667,-38.9048222222222
Praia de Guaibim,Valença,2019-10-24,BA,2019-11-02,Oleada - Vestígios/Esparsos,-13.2867166666667,-38.9634777777778
Praia do Garcez,Jaguaripe,2019-10-24,BA,2019-10-30,Óleo - Não Observado,-13.2140194444444,-38.9106805555556
Praia de Itaquena,Porto Seguro,2019-11-02,BA,NA,Oleada - Vestígios/Esparsos,-16.6520305555556,-39.0945
Praia do Pontal,Itacaré,2019-11-01,BA,NA,Oleada - Vestígios/Esparsos,-14.2706083333333,-38.9933055555556
Praia do Mar Moreno,Belmonte,2019-11-02,BA,2019-11-02,Óleo - Não Observado,-15.8554694444444,-38.8579444444444
Praia de Jairí,Ilhéus,2019-10-21,BA,2019-11-02,Oleada - Vestígios/Esparsos,-14.9784833333333,-39.0027722222222
Garapuá,Cairu,2019-10-22,BA,NA,Oleada - Vestígios/Esparsos,-13.4832861111111,-38.9177805555556
Acuípe,Ilhéus,2019-10-22,BA,2019-10-28,Oleada - Vestígios/Esparsos,-15.0878166666667,-38.9971777777778
Praia dos Milionários,Ilhéus,2019-10-21,BA,2019-10-27,Oleada - Vestígios/Esparsos,-14.8406305555556,-39.0253666666667
Praia do quartel,Ilhéus,2019-11-03,BA,NA,Oleada - Vestígios/Esparsos,-14.7845722222222,-39.0336944444444
Praia do Pontal,Cairu,2019-10-27,BA,NA,Oleada - Vestígios/Esparsos,-13.5779916666667,-38.9282055555556
Praia de Bainema (sul),Cairu,2019-11-02,BA,NA,Oleada - Vestígios/Esparsos,-13.64915,-38.8924055555556
Praia do Japonês,Camaçari,2019-10-21,BA,2019-11-01,Óleo - Não Observado,-12.8397777777778,-38.2347166666667
Arandi-Algodões,Maraú,2019-10-29,BA,2019-11-02,Oleada - Vestígios/Esparsos,-14.0697444444444,-38.9556611111111
Praia da Ponta do Ramo,Ilhéus,2019-10-29,BA,NA,Oleada - Vestígios/Esparsos,-14.5334944444444,-39.0363555555556
Ponta do Contrato,Igrapiúna,2019-10-29,BA,NA,Oleada - Manchas,-13.81075,-39.056275
Praia Pé de Serra,Uruçuca,2019-10-28,BA,2019-10-30,Oleada - Vestígios/Esparsos,-14.5158888888889,-39.0360194444444
Praia Engenhoca,Itacaré,2019-10-28,BA,NA,Oleada - Manchas,-14.3535444444444,-39.0020444444444
Praia da Avenida,Ilhéus,2019-10-29,BA,2019-10-30,Oleada - Vestígios/Esparsos,-14.7925083333333,-39.0289
Jandaíra,Jandaíra,2019-10-04,BA,2019-10-05,Oleada - Manchas,-11.5648,-37.4231194444444
Mamucabo,Esplanada,2019-10-07,BA,2019-10-31,Oleada - Vestígios/Esparsos,-12.1709805555556,-37.7290583333333
Itariri,Conde,2019-10-05,BA,2019-10-25,Oleada - Vestígios/Esparsos,-11.9689027777778,-37.6195777777778
Praia Jóia do Atlântico,Ilhéus,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-14.6385555555556,-39.0654472222222
Praia Jóia do Atlântico,Ilhéus,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-14.6352694444444,-39.0655388888889
Trancoso Itapororó,Porto Seguro,2019-10-31,BA,2019-11-01,Óleo - Não Observado,-16.6184638888889,-39.0929583333333
Praia de Arakakaí,Santa Cruz Cabrália,2019-10-31,BA,NA,Oleada - Vestígios/Esparsos,-16.2924111111111,-39.0227666666667
Praia de Barra Velha,Belmonte,2019-10-29,BA,2019-10-30,Óleo - Não Observado,-15.8160722222222,-38.8700805555556
Sítio do Conde,Conde,2019-10-04,BA,2019-11-01,Oleada - Manchas,-11.8522555555556,-37.563625
Mangue Seco,Jandaíra,2019-10-04,BA,2019-10-28,Oleada - Vestígios/Esparsos,-11.4617694444444,-37.3518111111111
Praia de Moreré,Cairu,2019-10-28,BA,2019-11-01,Oleada - Vestígios/Esparsos,-13.5932027777778,-38.9011638888889
Praia da Costa,Canavieiras,2019-10-28,BA,2019-10-31,Oleada - Manchas,-15.6701611111111,-38.9344027777778
Praia do Sul,Ilhéus,2019-10-28,BA,2019-11-01,Oleada - Vestígios/Esparsos,-14.909875,-39.0208527777778
Praia de Cueira,Cairu,2019-10-28,BA,2019-11-02,Oleada - Vestígios/Esparsos,-13.5952305555556,-38.9080277777778
Conde,Conde,2019-10-05,BA,2019-10-05,Oleada - Vestígios/Esparsos,-11.7415055555556,-37.515175
Caixa Prego,Vera Cruz,2019-10-18,BA,2019-11-04,Óleo - Não Observado,-13.1295722222222,-38.7857722222222
Praia Berlinque,Vera Cruz,2019-11-02,BA,2019-11-04,Óleo - Não Observado,-13.1221444444444,-38.7678611111111
Rio Pojuca,Mata de São João,2019-10-13,BA,2019-11-04,Oleada - Vestígios/Esparsos,-12.5973555555556,-38.0306444444444
Praia de Guaiu,Santa Cruz Cabrália,2019-11-01,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.0843194444444,-38.9465277777778
Praia de Mogiquiçaba,Belmonte,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.0897638888889,-38.9499111111111
Praia de Arakakaí,Santa Cruz Cabrália,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.1893472222222,-38.9666472222222
Praia de Mamoã,Ilhéus,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-14.5682111111111,-39.0482722222222
Praia da Costa,Canavieiras,2019-11-05,BA,2019-11-05,Oleada - Manchas,-15.7055666666667,-38.9260416666667
Praia de Aibim,Maraú,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-14.1658722222222,-38.9791
Praia de Taperapuã,Porto Seguro,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-16.4208444444444,-39.0537388888889
Ilha Redonda (abrolhos),Caravelas,2019-11-04,BA,2019-11-04,Oleada - Vestígios/Esparsos,-17.9679916666667,-38.7111916666667
Caponga,Cascavel,2019-10-14,CE,2019-11-04,Óleo - Não Observado,-4.03724166666667,-38.1999388888889
